-4.613224565982818604e-01 -1.747737824916839600e-01
-4.739629924297332764e-01 -9.046291559934616089e-02
-4.791897833347320557e-01 -2.322998456656932831e-02
-4.785744845867156982e-01 2.972165495157241821e-02
-4.759445786476135254e-01 2.901450544595718384e-02
-4.710844755172729492e-01 6.613592803478240967e-02
-4.643176496028900146e-01 7.352112978696823120e-02
-4.572249054908752441e-01 7.431375980377197266e-02
-4.489892423152923584e-01 9.275011718273162842e-02
-4.394032359123229980e-01 1.034105420112609863e-01
-4.276010692119598389e-01 1.335421800613403320e-01
-4.141135513782501221e-01 1.426643878221511841e-01
-3.997271955013275146e-01 1.525645554065704346e-01
-3.853523731231689453e-01 1.469742655754089355e-01
-3.670129179954528809e-01 2.165246009826660156e-01
-3.449953198432922363e-01 2.332228124141693115e-01
-3.214633166790008545e-01 2.485885769128799438e-01
-2.953258156776428223e-01 2.822448015213012695e-01
-2.643892168998718262e-01 3.398261964321136475e-01
-2.290456146001815796e-01 3.754431903362274170e-01
-1.884174048900604248e-01 4.393158555030822754e-01
-1.422888040542602539e-01 4.881673455238342285e-01
-9.015926718711853027e-02 5.546210408210754395e-01
-3.255288675427436829e-02 6.008327007293701172e-01
2.813502214848995209e-02 6.205086708068847656e-01
8.967180550098419189e-02 6.201903223991394043e-01
1.502460092306137085e-01 6.026030778884887695e-01
2.085110396146774292e-01 5.737846493721008301e-01
2.628557980060577393e-01 5.257015824317932129e-01
3.128090202808380127e-01 4.823655188083648682e-01
3.581149578094482422e-01 4.320167601108551025e-01
3.973444998264312744e-01 3.631168007850646973e-01
4.286440908908843994e-01 2.760171592235565186e-01
4.527142047882080078e-01 2.122577130794525146e-01
4.712389409542083740e-01 1.613707244396209717e-01
4.838286042213439941e-01 9.624803811311721802e-02
4.917602539062500000e-01 6.148709356784820557e-02
4.952351748943328857e-01 1.064074411988258362e-02
4.939349293708801270e-01 -3.496540710330009460e-02
4.873858392238616943e-01 -9.185696393251419067e-02
4.763820469379425049e-01 -1.286456584930419922e-01
4.633052349090576172e-01 -1.394342482089996338e-01
4.481645822525024414e-01 -1.667124181985855103e-01
4.312873482704162598e-01 -1.779991090297698975e-01
4.100943207740783691e-01 -2.420458048582077026e-01
3.854492008686065674e-01 -2.582581341266632080e-01
3.609231114387512207e-01 -2.468718141317367554e-01
3.336457014083862305e-01 -2.999863624572753906e-01
3.050580918788909912e-01 -2.879179418087005615e-01
2.733002305030822754e-01 -3.483342826366424561e-01
