1.223733723163604736e-01 -6.858716905117034912e-02 6.342134624719619751e-02 -5.447471141815185547e-02
-1.483621448278427124e-02 2.027085721492767334e-01 3.355852067470550537e-01 -1.757294684648513794e-01
3.823915868997573853e-02 -3.499281406402587891e-01 -2.256543934345245361e-01 1.411947421729564667e-02
9.404966235160827637e-02 4.417070001363754272e-02 -7.762702554464340210e-02 -8.941705524921417236e-02
1.043353509157896042e-02 3.825630247592926025e-02 2.456177026033401489e-01 -1.729094535112380981e-01
2.136985808610916138e-01 -1.494709751568734646e-03 -5.874214693903923035e-02 2.065577805042266846e-01
1.863660067319869995e-01 -2.812156081199645996e-01 1.729321479797363281e-02 -2.909723222255706787e-01
1.063572242856025696e-02 -6.686033308506011963e-02 3.313909843564033508e-02 -4.714012145996093750e-03
1.257065236568450928e-01 -2.199300974607467651e-01 7.237760722637176514e-02 -1.152987182140350342e-01
4.452405124902725220e-02 2.716390490531921387e-01 1.481161862611770630e-01 -1.658429950475692749e-01
-1.312384605407714844e-01 -2.008417993783950806e-01 -9.474013745784759521e-02 -1.988742351531982422e-01
-2.284136861562728882e-01 -2.136207818984985352e-01 -1.235970668494701385e-02 1.488521099090576172e-01
1.001723185181617737e-01 1.719819754362106323e-02 -1.089207381010055542e-01 -1.864658445119857788e-01
8.610361069440841675e-02 3.420635759830474854e-01 1.060038879513740540e-01 -2.771977782249450684e-01
-7.826004177331924438e-02 -9.434700012207031250e-02 1.022259239107370377e-02 -1.619159579277038574e-01
3.198635950684547424e-02 3.110645897686481476e-02 6.696561723947525024e-02 1.064764987677335739e-02
3.931938856840133667e-02 1.213522478938102722e-01 1.230612844228744507e-01 1.939359754323959351e-01
2.928807735443115234e-01 2.525682449340820312e-01 1.589455306529998779e-01 2.171720117330551147e-01
2.800313234329223633e-01 -2.929972112178802490e-02 -1.843572407960891724e-02 -3.272432982921600342e-01
2.222860157489776611e-01 1.071107685565948486e-01 -6.597159802913665771e-02 4.915095120668411255e-02
-3.015481866896152496e-02 1.965729445219039917e-01 -2.594986855983734131e-01 -1.611432582139968872e-01
-1.130356863141059875e-01 9.063463658094406128e-02 1.661084145307540894e-01 1.477613896131515503e-01
-6.187138706445693970e-02 8.434957265853881836e-02 8.118335902690887451e-02 -2.649282813072204590e-01
8.766981959342956543e-02 1.106287911534309387e-01 3.113940358161926270e-01 -2.068223357200622559e-01
