-2.173200398683547974e-01 1.947744339704513550e-01 -1.321282684803009033e-01 4.477823525667190552e-02 6.694351881742477417e-02 1.614274829626083374e-01 -8.570270240306854248e-02 2.505670674145221710e-02 -3.647269010543823242e-01 2.031710371375083923e-02
5.103461071848869324e-02 4.699895158410072327e-02 2.559224665164947510e-01 -1.570332422852516174e-02 -2.177284061908721924e-01 1.903090626001358032e-01 -7.360062748193740845e-02 -7.957828789949417114e-02 3.093387745320796967e-02 4.899022728204727173e-02
7.400079071521759033e-02 -2.615401744842529297e-01 1.866290718317031860e-01 2.604999244213104248e-01 3.511676788330078125e-01 2.130500674247741699e-01 -3.228810131549835205e-01 -1.556978225708007812e-01 -3.374508395791053772e-02 6.441408395767211914e-02
1.565833538770675659e-01 2.068906873464584351e-01 -2.595957219600677490e-01 1.945210844278335571e-01 -8.727881312370300293e-02 -2.282287627458572388e-01 3.270581364631652832e-01 1.268607974052429199e-01 3.142648935317993164e-01 -6.651024799793958664e-03
2.556312680244445801e-01 1.370073705911636353e-01 -1.506433635950088501e-01 3.315560892224311829e-02 2.465281486511230469e-01 3.303562998771667480e-01 -4.891312867403030396e-02 1.031381934881210327e-01 9.643764793872833252e-02 -2.591990232467651367e-01
-1.383657455444335938e-01 -6.765601038932800293e-02 -2.294925451278686523e-01 9.664872288703918457e-02 -5.985692888498306274e-02 -7.283294107764959335e-03 1.940379440784454346e-01 3.896586969494819641e-02 4.147401079535484314e-02 2.410328984260559082e-01
5.157538689672946930e-03 -8.420692384243011475e-02 1.682864129543304443e-01 -1.127873137593269348e-01 2.631759736686944962e-03 -1.273903995752334595e-01 -1.253456473350524902e-01 2.716912329196929932e-01 1.853458955883979797e-02 -1.780844181776046753e-01
6.064581125974655151e-02 -5.359660834074020386e-02 4.060284420847892761e-02 1.447886526584625244e-01 -2.701829671859741211e-01 2.077967077493667603e-01 -2.246118336915969849e-02 -3.660720586776733398e-02 -5.918367207050323486e-02 1.398646235466003418e-01
3.531834855675697327e-02 7.189611345529556274e-02 1.520323008298873901e-01 -3.213495910167694092e-01 1.777244508266448975e-01 -2.833693623542785645e-01 1.942417025566101074e-01 -1.300749182701110840e-01 -3.724159598350524902e-01 -1.344715058803558350e-01
6.716062128543853760e-02 1.278240233659744263e-01 -4.920544847846031189e-02 -4.980240017175674438e-02 -3.091537654399871826e-01 -8.767601847648620605e-02 -1.997922360897064209e-01 -3.494610786437988281e-01 7.052234839648008347e-03 1.612022891640663147e-02
-1.153600737452507019e-01 -3.399095833301544189e-01 -9.105808287858963013e-02 -1.838515698909759521e-02 -2.531377673149108887e-01 6.459366530179977417e-02 -8.035039901733398438e-02 -1.549045592546463013e-01 2.503703907132148743e-02 -8.703994750976562500e-02
-1.128527447581291199e-01 1.749495714902877808e-01 1.819688528776168823e-01 -5.362590551376342773e-01 -1.190515980124473572e-01 -2.212161719799041748e-01 -1.309966892004013062e-01 -1.110586896538734436e-01 1.459863688796758652e-02 5.637629330158233643e-02
1.634511500597000122e-01 -1.231797877699136734e-02 2.602939307689666748e-01 6.120235659182071686e-03 -1.561022847890853882e-01 -1.524336077272891998e-02 -2.264490583911538124e-03 2.026505768299102783e-01 3.562895953655242920e-02 1.640888303518295288e-01
-1.276712715625762939e-01 -3.289712071418762207e-01 -2.520726248621940613e-02 2.650222368538379669e-02 -1.672825776040554047e-02 2.592161297798156738e-01 5.954475328326225281e-02 -2.816289365291595459e-01 5.460664257407188416e-02 4.817238077521324158e-02
4.560345411300659180e-02 -7.375071942806243896e-02 1.553424168378114700e-02 -8.423326537013053894e-03 6.530952453613281250e-02 -2.084468454122543335e-01 1.301783174276351929e-01 6.802552193403244019e-02 7.204762101173400879e-02 -7.515545189380645752e-02
1.908712387084960938e-01 3.129494786262512207e-01 1.893916577100753784e-01 2.486670017242431641e-02 1.028595417737960815e-01 7.832617312669754028e-02 -1.966510415077209473e-01 -2.993532717227935791e-01 2.539836466312408447e-01 -1.694427430629730225e-01
-7.759116590023040771e-02 1.182895526289939880e-01 -1.763715893030166626e-01 -1.886249333620071411e-01 2.550931647419929504e-02 1.505586057901382446e-01 1.655907630920410156e-01 -2.496053576469421387e-01 -3.286202251911163330e-01 -1.265263408422470093e-01
1.252270042896270752e-01 -1.666960567235946655e-01 -1.302986443042755127e-01 5.891155824065208435e-02 1.279546134173870087e-02 2.617141008377075195e-01 -5.608476698398590088e-02 1.939079612493515015e-01 -4.318846017122268677e-02 1.996387392282485962e-01
-9.716427326202392578e-02 -5.546801164746284485e-02 -3.455860167741775513e-02 2.373905479907989502e-01 -9.202757477760314941e-02 9.878717362880706787e-02 -1.536546647548675537e-01 1.584747433662414551e-01 7.405067235231399536e-02 1.648230999708175659e-01
-6.291918456554412842e-02 -8.436426520347595215e-02 2.053332030773162842e-01 -1.911790855228900909e-02 2.711037918925285339e-02 -1.329735964536666870e-01 4.893947858363389969e-03 7.705052196979522705e-02 1.411828994750976562e-01 -3.998495265841484070e-02
-1.608000397682189941e-01 -6.767281331121921539e-03 5.506112053990364075e-02 -1.805879622697830200e-01 1.538374125957489014e-01 1.791322417557239532e-02 1.602072827517986298e-02 2.986801862716674805e-01 2.762155532836914062e-01 6.726995576173067093e-03
-2.655406482517719269e-02 -2.506555616855621338e-01 -5.534576624631881714e-02 1.668906956911087036e-02 -2.300301641225814819e-01 3.771919012069702148e-02 -1.880743652582168579e-01 8.047865331172943115e-02 6.823297590017318726e-02 -5.064316466450691223e-02
-8.949367702007293701e-02 1.965713500976562500e-01 1.477282121777534485e-02 3.213872909545898438e-01 -2.876973748207092285e-01 -1.549141015857458115e-02 -5.786968395113945007e-02 1.921292096376419067e-01 1.025782525539398193e-01 2.859724126756191254e-02
7.307463139295578003e-02 -1.334724128246307373e-01 -2.891387939453125000e-01 7.351937890052795410e-02 -1.692480742931365967e-01 -8.851902186870574951e-02 -3.969383239746093750e-02 -1.647676825523376465e-01 -1.693888008594512939e-01 -4.306965321302413940e-02
-1.004090011119842529e-01 3.721046149730682373e-01 -5.055909976363182068e-02 3.421874344348907471e-02 1.414042413234710693e-01 -2.593561708927154541e-01 -2.219370007514953613e-01 2.047189474105834961e-01 1.546419858932495117e-01 3.530527651309967041e-01
2.983219921588897705e-01 -6.773114949464797974e-02 -4.144018143415451050e-02 -1.261516660451889038e-01 -4.931252077221870422e-02 1.719372123479843140e-01 2.834995985031127930e-01 2.025495171546936035e-01 -1.103450506925582886e-01 -1.178872510790824890e-01
2.248700559139251709e-01 -1.187552884221076965e-01 1.442703511565923691e-02 -1.489366292953491211e-01 -9.929428249597549438e-02 1.846501529216766357e-01 -4.565749317407608032e-02 2.097765058279037476e-01 -1.300651580095291138e-01 3.097709417343139648e-01
-2.061518579721450806e-01 -9.507720172405242920e-02 1.517419666051864624e-01 -9.623004496097564697e-02 1.738462001085281372e-01 2.084864862263202667e-02 3.260681172832846642e-03 2.030546814203262329e-01 1.990026086568832397e-01 -2.586029767990112305e-01
-5.661404691636562347e-03 3.334997594356536865e-01 1.318224817514419556e-01 4.551555216312408447e-02 -5.515900999307632446e-02 1.577476561069488525e-01 -1.018052771687507629e-01 -3.919649124145507812e-02 -3.188871741294860840e-01 2.161817997694015503e-01
