2.547657489776611328e-02 -6.144731305539608002e-03 -4.097392782568931580e-02 2.369209192693233490e-02 1.761910617351531982e-01 -1.519075036048889160e-01 -5.966060236096382141e-02
-6.111047044396400452e-02 2.165716886520385742e-02 -1.135454103350639343e-01 -4.241835176944732666e-01 2.344315499067306519e-01 1.774913221597671509e-01 -2.631998956203460693e-01
7.270247489213943481e-02 1.082008853554725647e-01 1.759833693504333496e-01 -2.704185247421264648e-01 8.687053620815277100e-02 9.112007915973663330e-02 -2.088378965854644775e-01
-2.574634253978729248e-01 4.468720406293869019e-03 1.845214702188968658e-02 1.013638004660606384e-01 3.467093780636787415e-02 -9.014657139778137207e-02 3.257146477699279785e-01
1.270864009857177734e-01 2.655600011348724365e-01 -7.779990136623382568e-02 -2.376090139150619507e-01 1.681742519140243530e-01 1.460901498794555664e-01 -1.206843778491020203e-01
-2.925334572792053223e-01 -3.390204012393951416e-01 1.328513324260711670e-01 1.148572377860546112e-02 -1.517517417669296265e-01 5.085488036274909973e-02 2.363384217023849487e-01
5.871360749006271362e-02 -3.308165073394775391e-01 2.163039892911911011e-01 1.500143557786941528e-01 3.807893395423889160e-02 3.739345073699951172e-01 -1.898021996021270752e-01
8.426443487405776978e-02 -1.594964861869812012e-01 -2.866525761783123016e-02 1.522609740495681763e-01 1.234179586172103882e-01 -5.563009530305862427e-02 1.928334385156631470e-01
1.522960793226957321e-02 4.610494896769523621e-02 -2.060303688049316406e-01 6.948113441467285156e-02 -4.798528552055358887e-02 1.017176546156406403e-02 -1.372116506099700928e-01
3.543023392558097839e-02 2.271634191274642944e-01 8.375682681798934937e-02 3.591468632221221924e-01 1.195293813943862915e-01 -1.251368820667266846e-01 -5.055655539035797119e-02
-1.457616537809371948e-01 1.486234664916992188e-01 -3.058012425899505615e-01 1.056617125868797302e-01 -1.062162369489669800e-01 -4.024918377399444580e-01 2.980614826083183289e-02
-2.761778831481933594e-01 -1.228912398219108582e-01 -2.342417240142822266e-01 -8.222933113574981689e-02 -2.264631390571594238e-01 3.980299085378646851e-02 4.807518050074577332e-02
1.113379448652267456e-01 1.212863698601722717e-01 -5.410536378622055054e-02 6.356302648782730103e-02 -1.336266994476318359e-01 4.687225911766290665e-03 -2.343722134828567505e-01
-1.516017615795135498e-01 -1.495871543884277344e-01 -3.122646547853946686e-02 1.016015037894248962e-01 -1.103378534317016602e-01 1.770362444221973419e-02 1.992745846509933472e-01
6.369370222091674805e-02 -3.340229094028472900e-01 5.519563332200050354e-02 6.361574050970375538e-04 -2.318350672721862793e-01 -1.045956984162330627e-01 -2.181173563003540039e-01
-1.539402753114700317e-01 1.640138030052185059e-01 -4.184529557824134827e-02 -2.479608803987503052e-01 -1.330778896808624268e-01 -1.851687729358673096e-01 6.610155105590820312e-02
