-1.760439723730087280e-01 1.365781873464584351e-01 1.057131662964820862e-01 1.790057569742202759e-01 -2.654762752354145050e-02
1.008561551570892334e-01 2.825362316798418760e-04 1.732152253389358521e-01 2.607469260692596436e-01 2.650141417980194092e-01
2.031700015068054199e-01 2.909297943115234375e-01 -1.102486103773117065e-01 -2.375698089599609375e-01 5.945222452282905579e-02
1.886814646422863007e-02 1.035801246762275696e-01 2.102262228727340698e-01 -3.131677210330963135e-01 1.397629082202911377e-02
9.240497648715972900e-02 -1.580888219177722931e-02 -3.177365660667419434e-01 2.181030437350273132e-02 -7.741840928792953491e-02
-1.597689278423786163e-02 3.211489021778106689e-01 1.876124590635299683e-01 1.625929921865463257e-01 -1.064072176814079285e-01
-1.568691432476043701e-01 -4.193916171789169312e-02 -2.820035517215728760e-01 -1.675758808851242065e-01 -1.839148551225662231e-01
-9.728058427572250366e-02 1.213194727897644043e-01 -2.206442952156066895e-01 2.029467076063156128e-01 -1.319809854030609131e-01
3.810673952102661133e-01 2.322561480104923248e-02 -1.135169863700866699e-01 -2.472666949033737183e-01 5.633553955703973770e-03
2.660196423530578613e-01 2.823464572429656982e-01 3.498485311865806580e-02 -2.534362673759460449e-01 1.328039765357971191e-01
-2.539444267749786377e-01 -1.312344819307327271e-01 -2.175082415342330933e-01 -2.711825538426637650e-03 -1.086051240563392639e-01
-1.837549954652786255e-01 -2.292787581682205200e-01 2.484420835971832275e-01 -8.170729130506515503e-02 -1.670714318752288818e-01
-2.368713356554508209e-02 1.459503471851348877e-01 -1.900549083948135376e-01 -2.334049716591835022e-02 -1.402963995933532715e-01
2.231180518865585327e-01 -1.538802534341812134e-01 5.563179031014442444e-02 -1.369897555559873581e-02 1.338732838630676270e-01
9.228582680225372314e-02 1.877309978008270264e-01 -2.139175534248352051e-01 -9.428025223314762115e-03 1.322966217994689941e-01
8.812753111124038696e-02 -3.237382275983691216e-03 7.351254671812057495e-02 -1.506347358226776123e-01 2.846112847328186035e-01
-3.939493894577026367e-01 1.154395937919616699e-01 -4.980934411287307739e-02 -2.089924663305282593e-01 9.482108801603317261e-02
6.493884325027465820e-02 1.305995229631662369e-02 1.802155375480651855e-01 -6.118350103497505188e-02 -1.234544068574905396e-02
-2.456414848566055298e-01 9.902480989694595337e-02 -5.201254785060882568e-02 -8.967273682355880737e-02 1.163096278905868530e-01
1.190250068902969360e-01 1.710421890020370483e-01 8.641429990530014038e-02 -1.063646469265222549e-02 3.332069516181945801e-02
-6.905439496040344238e-02 -8.630996942520141602e-02 2.561217844486236572e-01 -3.580874502658843994e-01 -1.152988150715827942e-02
-1.877446919679641724e-01 5.476221442222595215e-02 -1.269698236137628555e-02 2.643447220325469971e-01 1.088667288422584534e-01
-1.820288598537445068e-01 -1.094340309500694275e-01 4.555754363536834717e-02 1.133403554558753967e-01 8.742348104715347290e-02
3.335446864366531372e-02 -1.803678125143051147e-01 3.569738864898681641e-01 1.235779747366905212e-01 -5.753831937909126282e-02
2.782778069376945496e-02 2.451113052666187286e-02 9.164318442344665527e-02 -1.778839081525802612e-01 7.700035721063613892e-02
-3.816019594669342041e-01 -1.728596538305282593e-01 -9.908065199851989746e-02 1.076482236385345459e-02 3.613716959953308105e-01
9.562016278505325317e-02 -3.129696249961853027e-01 2.886452972888946533e-01 -1.829708963632583618e-01 -9.982217848300933838e-02
7.259011268615722656e-02 1.992111802101135254e-01 3.222727477550506592e-01 -1.078547388315200806e-01 2.445149868726730347e-01
-1.809171289205551147e-01 1.270351558923721313e-01 -1.683356910943984985e-01 -7.550306618213653564e-02 9.140440076589584351e-02
-1.331102102994918823e-01 -5.122216418385505676e-02 -4.008185490965843201e-02 8.552657440304756165e-03 -3.883098661899566650e-01
-7.930042222142219543e-03 1.520098298788070679e-01 -2.941770553588867188e-01 1.023385450243949890e-01 -4.921280592679977417e-02
2.579393982887268066e-01 -1.426234692335128784e-01 1.459303945302963257e-01 -6.889791041612625122e-02 -6.844490021467208862e-02
1.344870179891586304e-01 -3.881480097770690918e-01 -5.868066102266311646e-03 -2.586052715778350830e-01 8.234709501266479492e-02
1.529792994260787964e-01 -2.095086276531219482e-01 -9.930004179477691650e-02 -1.387834101915359497e-01 -9.321124851703643799e-02
-3.226768458262085915e-04 9.418459981679916382e-02 -4.115048795938491821e-02 2.177381813526153564e-01 -5.140176042914390564e-02
1.113486289978027344e-02 -7.636035978794097900e-02 2.146813571453094482e-01 -2.021070420742034912e-01 2.302326075732707977e-02
-1.415212601423263550e-01 1.250589042901992798e-01 1.008773893117904663e-01 2.994766533374786377e-01 -9.423464536666870117e-02
1.004546359181404114e-01 -1.385044008493423462e-01 1.382278501987457275e-01 3.055334985256195068e-01 -1.664993464946746826e-01
1.431976705789566040e-01 -3.616038262844085693e-01 -2.000039443373680115e-03 2.072022855281829834e-02 -1.913669332861900330e-02
-1.379394978284835815e-01 -1.276355385780334473e-01 2.499043494462966919e-01 -2.145913243293762207e-01 2.583835721015930176e-01
-2.652825713157653809e-01 -5.943990498781204224e-02 2.632583975791931152e-01 -7.336476445198059082e-02 2.702157199382781982e-01
8.736894465982913971e-03 -1.060999371111392975e-02 -1.897042989730834961e-01 2.917540669441223145e-01 -4.132330045104026794e-02
-6.540384888648986816e-02 -4.349461197853088379e-02 -2.442678064107894897e-01 -1.281776651740074158e-02 -3.481618165969848633e-01
5.795571953058242798e-02 9.942255914211273193e-02 -4.671579226851463318e-02 6.913868337869644165e-02 -1.340441554784774780e-01
3.473964631557464600e-01 -2.437401562929153442e-01 -1.110890209674835205e-01 -4.249393939971923828e-03 6.090238690376281738e-02
-2.303020805120468140e-01 -2.305960096418857574e-02 -1.096199452877044678e-01 1.254252623766660690e-03 -3.198182443156838417e-03
-1.160891428589820862e-01 -5.525010451674461365e-02 2.000920474529266357e-01 -3.071801736950874329e-02 3.247639238834381104e-01
1.146748941391706467e-02 2.151493430137634277e-01 -4.529960453510284424e-02 -3.630837798118591309e-01 -2.512789368629455566e-01
4.137511923909187317e-02 1.905390024185180664e-01 -2.777415215969085693e-01 -4.557805508375167847e-02 -8.692691475152969360e-02
2.205325812101364136e-01 7.478977739810943604e-02 2.979464456439018250e-02 -3.165197074413299561e-01 1.085605751723051071e-02
