-1.085915803909301758e+00 -1.187632381916046143e-01 -1.000000000000000000e+00
-2.112989872694015503e-01 -7.481030374765396118e-02 -8.901221752166748047e-01
-8.308188319206237793e-01 -4.219806194305419922e-02 -9.431778788566589355e-01
-1.033601403236389160e+00 6.769264582544565201e-03 -9.723505377769470215e-01
-1.042285561561584473e+00 9.424316883087158203e-02 -9.774024486541748047e-01
-1.047721385955810547e+00 1.326464861631393433e-01 -9.802919030189514160e-01
-1.044150114059448242e+00 1.152064204216003418e-01 -9.809667468070983887e-01
-1.031597375869750977e+00 2.202644348144531250e-01 -9.846423864364624023e-01
-9.890601038932800293e-01 2.154509872198104858e-01 -9.843279123306274414e-01
-9.524984359741210938e-01 2.897985577583312988e-01 -9.867994785308837891e-01
-9.010114669799804688e-01 2.174353003501892090e-01 -9.849231243133544922e-01
-8.678548336029052734e-01 2.337674647569656372e-01 -9.859892725944519043e-01
-8.236930966377258301e-01 2.150910794734954834e-01 -9.860864877700805664e-01
-7.882876396179199219e-01 6.023798882961273193e-02 -9.815491437911987305e-01
-7.888010740280151367e-01 -3.269062563776969910e-02 -9.791023731231689453e-01
-7.925484180450439453e-01 -1.222198456525802612e-02 -9.798665642738342285e-01
-7.857509851455688477e-01 -7.937134802341461182e-02 -9.772123098373413086e-01
-8.066390752792358398e-01 -2.677654325962066650e-01 -9.706223011016845703e-01
-8.633841276168823242e-01 -2.555706202983856201e-01 -9.703533053398132324e-01
-9.000117182731628418e-01 -3.013429641723632812e-01 -9.671989083290100098e-01
-9.465242028236389160e-01 -2.015401124954223633e-01 -9.682919383049011230e-01
-9.725287556648254395e-01 -1.920802295207977295e-01 -9.667078852653503418e-01
-1.007160544395446777e+00 -2.103676497936248779e-01 -9.641305804252624512e-01
-1.046642065048217773e+00 -1.867036223411560059e-01 -9.629649519920349121e-01
-1.076349496841430664e+00 -1.777181625366210938e-01 -9.608196616172790527e-01
-1.103901147842407227e+00 -1.095788329839706421e-01 -9.604078531265258789e-01
-1.113216280937194824e+00 4.589432477951049805e-02 -9.630309343338012695e-01
-1.094444632530212402e+00 8.326174318790435791e-02 -9.621152877807617188e-01
-1.083667278289794922e+00 5.996206775307655334e-02 -9.598146080970764160e-01
-1.078510999679565430e+00 8.386418968439102173e-02 -9.593648314476013184e-01
-1.058564066886901855e+00 1.648457199335098267e-01 -9.605414867401123047e-01
-1.024978637695312500e+00 1.012615710496902466e-01 -9.570841789245605469e-01
-1.016666412353515625e+00 2.359721809625625610e-02 -9.535580277442932129e-01
-1.014851689338684082e+00 1.099983528256416321e-01 -9.554376602172851562e-01
-9.804083108901977539e-01 2.339770793914794922e-01 -9.582911133766174316e-01
-9.293651580810546875e-01 2.534220814704895020e-01 -9.583105444908142090e-01
-8.907084465026855469e-01 1.903899461030960083e-01 -9.566217064857482910e-01
-8.637969493865966797e-01 2.034017443656921387e-01 -9.576649069786071777e-01
-8.237848281860351562e-01 1.985090374946594238e-01 -9.578337669372558594e-01
-7.895853519439697266e-01 7.830165326595306396e-02 -9.541825652122497559e-01
-7.820100188255310059e-01 8.244480192661285400e-02 -9.548253417015075684e-01
-7.643684148788452148e-01 -8.559068664908409119e-03 -9.520764350891113281e-01
-7.670568823814392090e-01 -1.682493090629577637e-02 -9.517239928245544434e-01
-7.671649456024169922e-01 -5.483692884445190430e-02 -9.504631757736206055e-01
-7.772157788276672363e-01 -1.240349858999252319e-01 -9.478581547737121582e-01
-8.055841326713562012e-01 -2.643948495388031006e-01 -9.427332282066345215e-01
-8.554857373237609863e-01 -2.066628336906433105e-01 -9.435262084007263184e-01
-8.787847757339477539e-01 -1.611150503158569336e-01 -9.433417916297912598e-01
-9.005569815635681152e-01 -1.578891277313232422e-01 -9.416620135307312012e-01
-9.271211624145507812e-01 -7.169285416603088379e-02 -9.431917667388916016e-01
