-9.059174358844757080e-02 -3.006950318813323975e-01 3.443646728992462158e-01 -1.214540973305702209e-01 -1.686716079711914062e-01 -6.351879984140396118e-02 1.189406067132949829e-01 1.027106586843729019e-02 -3.279073536396026611e-01
3.624095320701599121e-01 -1.278337985277175903e-01 1.588255465030670166e-01 2.016539871692657471e-01 2.997163832187652588e-01 3.075575921684503555e-03 -1.096904836595058441e-02 2.596465349197387695e-01 1.022361442446708679e-01
1.891969442367553711e-01 -2.207292318344116211e-01 1.318421680480241776e-02 -1.910347044467926025e-01 2.140471190214157104e-01 1.743560307659208775e-03 -2.262097895145416260e-01 -8.021841198205947876e-02 -1.565928161144256592e-01
2.675285004079341888e-02 -2.321722805500030518e-01 -1.195888072252273560e-01 2.224066480994224548e-02 -3.811056166887283325e-02 -1.250977665185928345e-01 -1.768559813499450684e-01 -1.548490673303604126e-01 8.414266258478164673e-02
-1.085883602499961853e-01 -1.216339990496635437e-01 -1.267134118825197220e-02 -7.412216812372207642e-02 -1.190475076436996460e-01 6.073062121868133545e-02 -9.100239723920822144e-02 -1.225789263844490051e-01 -7.667504996061325073e-02
-1.736159473657608032e-01 2.881723046302795410e-01 1.894410103559494019e-01 -9.321316145360469818e-03 3.016280233860015869e-01 1.158043295145034790e-01 6.738476455211639404e-02 -9.557291120290756226e-02 8.044560253620147705e-02
-3.546313568949699402e-02 -2.692316472530364990e-01 1.364815831184387207e-01 -3.339026588946580887e-03 1.173312813043594360e-01 2.265872508287429810e-01 -7.174110412597656250e-02 1.149360015988349915e-01 -1.804523617029190063e-01
-3.510586172342300415e-02 -2.951735854148864746e-01 -4.892968758940696716e-02 -9.107659570872783661e-03 6.659451127052307129e-02 3.403762280941009521e-01 -3.411831557750701904e-01 1.647416036576032639e-03 -9.521761536598205566e-02
-1.135043799877166748e-03 -2.876596748828887939e-01 6.502702832221984863e-02 1.694781035184860229e-01 -1.685440354049205780e-02 -3.330741077661514282e-02 -3.220842182636260986e-01 1.590092778205871582e-01 -4.082547128200531006e-02
-1.414284408092498779e-01 -1.166044920682907104e-01 -3.048352710902690887e-02 -2.375009357929229736e-01 -6.168654072098433971e-04 -3.791861832141876221e-01 -2.588725090026855469e-02 -3.001174926757812500e-01 3.321585357189178467e-01
-1.979810744524002075e-01 -8.309022337198257446e-02 -1.512564122676849365e-01 1.441955417394638062e-01 -2.230113893747329712e-01 -2.916784286499023438e-01 1.572330296039581299e-01 3.740868270397186279e-01 4.398608952760696411e-02
1.506615728139877319e-01 9.268772602081298828e-02 -5.433018133044242859e-02 8.829064667224884033e-02 3.161597549915313721e-01 1.064149960875511169e-01 -2.033924609422683716e-01 2.157251983880996704e-01 -2.402487099170684814e-01
1.542863249778747559e-01 -1.532724313437938690e-02 -1.829943060874938965e-01 4.444861039519309998e-02 1.430351287126541138e-01 -3.832730278372764587e-02 -2.755987644195556641e-01 1.283999532461166382e-01 3.012148737907409668e-01
9.352705627679824829e-02 -2.047999352216720581e-01 -3.265432119369506836e-01 3.025550246238708496e-01 -1.043093129992485046e-01 -4.640979319810867310e-02 -4.585378989577293396e-02 -5.709624662995338440e-02 -2.476698160171508789e-01
1.334484666585922241e-01 -1.473184823989868164e-01 -9.485816955566406250e-02 -1.137675493955612183e-01 -2.757919728755950928e-01 1.736992150545120239e-01 3.819422721862792969e-01 9.840133786201477051e-02 -6.144435703754425049e-02
3.429852724075317383e-01 1.732440292835235596e-01 2.750421166419982910e-01 -9.287033230066299438e-02 2.448587119579315186e-01 -3.099501430988311768e-01 -1.542048808187246323e-02 2.502174973487854004e-01 9.142903238534927368e-02
1.360142081975936890e-01 1.648866534233093262e-01 -1.923954784870147705e-01 -7.753629237413406372e-02 -1.599841415882110596e-01 -2.179353088140487671e-01 -1.459492594003677368e-01 8.405894786119461060e-02 -9.737750887870788574e-02
-1.459995657205581665e-01 2.209929674863815308e-01 -1.858740299940109253e-01 -3.384674191474914551e-01 -8.456335216760635376e-02 -7.437936961650848389e-02 9.901487827301025391e-02 1.303352117538452148e-01 2.586860954761505127e-01
-7.785692811012268066e-02 3.341322764754295349e-02 -1.695834547281265259e-01 1.747624427080154419e-01 -3.555480837821960449e-01 -3.239208161830902100e-01 2.614559791982173920e-02 -2.198468297719955444e-01 -1.099093407392501831e-01
-1.268872469663619995e-01 -1.981064379215240479e-01 2.389430254697799683e-02 -9.636472910642623901e-02 2.415820509195327759e-01 2.763921320438385010e-01 1.009914129972457886e-01 1.357647478580474854e-01 -2.547188103199005127e-01
-1.063469648361206055e-01 3.767366707324981689e-02 2.010997682809829712e-01 -1.228489279747009277e-01 1.391624659299850464e-01 -1.884365826845169067e-01 4.969315603375434875e-02 7.752370089292526245e-02 -9.346654266119003296e-02
2.601923346519470215e-01 3.079056143760681152e-01 -1.151978000998497009e-01 3.840092569589614868e-02 -1.859357804059982300e-01 2.255315780639648438e-01 8.620943874120712280e-02 1.097431872040033340e-02 -2.293118648231029510e-02
-1.851682960987091064e-01 -2.970058917999267578e-01 3.556680679321289062e-01 -2.457976043224334717e-01 -6.012030690908432007e-02 3.551231920719146729e-01 1.258402466773986816e-01 -6.070265173912048340e-02 2.099481523036956787e-01
2.820854485034942627e-01 2.001322805881500244e-01 1.022439375519752502e-01 -1.851159036159515381e-01 1.218537688255310059e-01 -1.821237355470657349e-01 3.816546797752380371e-01 2.069323956966400146e-01 -1.260907799005508423e-01
-1.398103833198547363e-01 2.456374466419219971e-02 -5.798665061593055725e-02 8.083235472440719604e-02 -8.101274073123931885e-02 1.577438861131668091e-01 -1.242784857749938965e-01 1.330324113368988037e-01 1.592218428850173950e-01
-2.706847786903381348e-01 5.014284513890743256e-03 2.410865426063537598e-01 -1.941562592983245850e-01 1.616629958152770996e-01 1.990307271480560303e-01 5.089035257697105408e-02 4.306763783097267151e-02 1.142603158950805664e-01
