4.702056944370269775e-02 -1.989790983498096466e-02 2.860889136791229248e-01 -1.247563362121582031e-01 -8.444450795650482178e-02 1.386837847530841827e-02 4.506567493081092834e-02
1.629150211811065674e-01 1.325787454843521118e-01 2.453137487173080444e-01 -2.951821982860565186e-01 -2.798312902450561523e-01 9.239457547664642334e-02 -1.099124997854232788e-01
-2.505832724273204803e-02 -2.906517386436462402e-01 3.527202904224395752e-01 9.552459418773651123e-02 4.677983373403549194e-02 -2.636145055294036865e-01 1.364771574735641479e-01
2.485023140907287598e-01 -2.820171117782592773e-01 6.728691607713699341e-02 -2.686602473258972168e-01 -1.144019663333892822e-01 2.187280505895614624e-01 2.925284206867218018e-01
-1.324859112501144409e-01 1.184466630220413208e-01 -7.954411208629608154e-02 8.824010938405990601e-02 -1.753578335046768188e-01 -4.173338040709495544e-02 1.443886160850524902e-01
1.798504590988159180e-01 2.120986282825469971e-01 -1.067145541310310364e-01 5.097446218132972717e-02 1.022887453436851501e-01 -9.446189738810062408e-03 2.619212567806243896e-01
-7.401335239410400391e-02 -1.734356284141540527e-01 -1.956918537616729736e-01 3.024105131626129150e-01 1.501125544309616089e-01 5.111782997846603394e-02 -5.720202997326850891e-02
-1.039566844701766968e-01 1.293025761842727661e-01 3.538839146494865417e-02 -2.020256035029888153e-02 2.242551594972610474e-01 -3.159572482109069824e-01 -1.997855305671691895e-02
2.994326651096343994e-01 1.032837182283401489e-01 3.528833389282226562e-03 3.355044499039649963e-02 -7.566153258085250854e-02 -2.998075783252716064e-01 6.502968072891235352e-02
2.969627678394317627e-01 -2.266902178525924683e-01 2.719043791294097900e-01 -2.664461918175220490e-02 -6.407914310693740845e-02 -1.726973056793212891e-01 -9.654612839221954346e-02
-1.500480249524116516e-02 -1.636368334293365479e-01 1.000130102038383484e-01 -2.038215845823287964e-01 1.663721799850463867e-01 1.092108339071273804e-01 -1.393973529338836670e-01
3.073148131370544434e-01 -1.468575596809387207e-01 2.327247336506843567e-02 -1.857432350516319275e-02 -7.473315298557281494e-02 -6.249361112713813782e-02 1.211344972252845764e-01
1.519101113080978394e-01 2.085355482995510101e-02 4.693037644028663635e-02 -1.189161688089370728e-01 9.189815819263458252e-02 8.556090295314788818e-02 -2.179524153470993042e-01
-1.430998891592025757e-01 4.236089810729026794e-02 -2.429349273443222046e-01 1.852268576622009277e-01 1.440402772277593613e-02 -1.914808303117752075e-01 -2.568896859884262085e-02
2.716282308101654053e-01 3.638769313693046570e-02 -6.324001401662826538e-02 -2.887575924396514893e-01 1.224705204367637634e-01 3.496138155460357666e-01 3.061284720897674561e-01
