2.503678202629089355e-01 3.015780448913574219e-02 -1.827622354030609131e-01 -1.300536543130874634e-01 -3.489672392606735229e-02 -1.161488443613052368e-01 4.983396735042333603e-03 4.384054988622665405e-02 2.159430831670761108e-01 -2.079451084136962891e-01 -5.242079868912696838e-02 -4.008004367351531982e-01 -3.090771734714508057e-01 -1.709118187427520752e-01 -1.595086604356765747e-01 1.106039658188819885e-01 1.666907221078872681e-01
-9.526474028825759888e-02 -1.519249677658081055e-01 -2.222233712673187256e-01 1.260825097560882568e-01 -4.863975197076797485e-02 -3.183960169553756714e-02 -2.754520773887634277e-01 1.829577535390853882e-01 -1.121572032570838928e-01 -3.457997441291809082e-01 3.665590584278106689e-01 1.398474276065826416e-01 7.075139880180358887e-02 3.051118366420269012e-02 -1.052857097238302231e-02 3.433832898736000061e-02 1.906169354915618896e-01
-4.454241693019866943e-01 1.866306215524673462e-01 -1.079521924257278442e-01 3.337871283292770386e-02 6.813021749258041382e-02 7.015357259660959244e-03 -2.011033743619918823e-01 1.314105093479156494e-01 -1.273366063833236694e-01 8.701430261135101318e-02 -3.289858251810073853e-02 -2.360675483942031860e-02 2.610172331333160400e-01 1.473769694566726685e-01 -3.377722576260566711e-02 2.700620591640472412e-01 -9.941908717155456543e-02
-7.090325932949781418e-03 1.812028139829635620e-01 -8.244175463914871216e-02 -2.007877975702285767e-01 -1.408552676439285278e-01 -2.791220545768737793e-01 -2.857684791088104248e-01 -1.806996762752532959e-02 1.058350428938865662e-01 -6.633300334215164185e-02 -1.428080499172210693e-01 3.247923851013183594e-01 -8.078316599130630493e-02 -1.195566430687904358e-01 -3.319813609123229980e-01 -1.401447802782058716e-01 2.497583255171775818e-02
-1.004591733217239380e-01 2.686455249786376953e-01 -1.105469763278961182e-01 -1.121778786182403564e-02 -3.084130585193634033e-01 1.285596787929534912e-01 -4.125831648707389832e-02 -2.784332446753978729e-02 1.652045547962188721e-01 2.141871750354766846e-01 -2.563130483031272888e-02 3.354654461145401001e-02 1.641515195369720459e-01 2.301956415176391602e-01 -7.975295931100845337e-02 1.585999578237533569e-01 -1.722758263349533081e-01
-3.612586483359336853e-02 1.037570387125015259e-01 4.175166040658950806e-02 -3.030364513397216797e-01 2.403673827648162842e-01 -1.887919902801513672e-01 -3.940284550189971924e-01 1.205142401158809662e-02 1.815997213125228882e-01 -2.445597387850284576e-02 1.129635497927665710e-01 1.933027654886245728e-01 -2.008447051048278809e-01 1.024098023772239685e-01 -2.164874672889709473e-01 6.594480015337467194e-03 3.177411854267120361e-01
6.145291030406951904e-02 3.891386985778808594e-01 7.601538300514221191e-02 -2.741452157497406006e-01 -7.659321278333663940e-02 6.813161075115203857e-02 -3.815297037363052368e-02 -2.076598256826400757e-02 1.035614386200904846e-01 1.541568189859390259e-01 2.217415571212768555e-01 1.822519898414611816e-01 2.714168131351470947e-01 -6.560631096363067627e-02 2.244267910718917847e-01 -3.116911053657531738e-01 -1.501066796481609344e-02
-1.288426667451858521e-01 -3.100672550499439240e-02 -1.524941474199295044e-01 -8.091857656836509705e-03 -2.858542464673519135e-02 6.079466268420219421e-02 1.590268909931182861e-01 3.544076085090637207e-01 1.840164065361022949e-01 2.986390329897403717e-02 1.740956604480743408e-01 -9.576038457453250885e-03 -9.247188270092010498e-02 9.910802543163299561e-02 -2.375735715031623840e-02 2.177563011646270752e-01 1.467416733503341675e-01
1.316569745540618896e-01 -9.039994329214096069e-02 3.635607287287712097e-02 2.345934808254241943e-01 8.703687041997909546e-02 -1.010539475828409195e-02 3.539386987686157227e-01 1.858070939779281616e-01 4.395105317234992981e-02 -6.720832735300064087e-02 7.362392544746398926e-02 -1.135649308562278748e-01 2.285541445016860962e-01 -1.235418319702148438e-01 -2.007321082055568695e-02 3.319407403469085693e-01 -7.018575817346572876e-02
-1.411208212375640869e-01 -2.843479812145233154e-02 -4.214297980070114136e-02 1.188710108399391174e-01 -2.030663937330245972e-01 1.341082602739334106e-01 -1.821210831403732300e-01 3.275303915143013000e-02 -5.545617081224918365e-03 1.081973016262054443e-01 6.341931223869323730e-02 6.153486203402280807e-03 1.009134724736213684e-01 4.116494208574295044e-02 -2.058942466974258423e-01 1.914627403020858765e-01 5.668887495994567871e-02
