2.692291885614395142e-02 -1.335127800703048706e-01 -1.287628710269927979e-01 4.833649843931198120e-02 -2.182492315769195557e-01 -1.608216911554336548e-01 1.045442968606948853e-01 -3.312487900257110596e-02 -1.523929834365844727e-01 1.172468289732933044e-01 -5.000109318643808365e-03 3.560296297073364258e-01 3.567704185843467712e-02 2.024050056934356689e-01 -7.277576625347137451e-02 4.791867360472679138e-02 -5.043775215744972229e-02 3.953384608030319214e-02
2.042384445667266846e-01 3.522302955389022827e-02 2.695105224847793579e-02 1.217311844229698181e-01 1.616458296775817871e-01 -9.633752517402172089e-03 3.622567281126976013e-02 -3.641895055770874023e-01 1.686854846775531769e-02 -2.135324180126190186e-01 4.248138284310698509e-04 -2.219766527414321899e-01 -3.143770396709442139e-01 -3.382534682750701904e-01 -1.767192780971527100e-01 1.290449523366987705e-03 -2.328707873821258545e-01 2.143430858850479126e-01
-2.417898029088973999e-01 1.130653731524944305e-02 -2.013911306858062744e-01 -1.395260095596313477e-01 1.785938255488872528e-02 2.443960160017013550e-01 7.272680848836898804e-02 1.388813555240631104e-01 7.621335983276367188e-02 -2.776575088500976562e-01 1.417376697063446045e-01 -1.416399925947189331e-01 -7.080192118883132935e-02 -2.484280616044998169e-01 3.322536870837211609e-02 8.092731237411499023e-02 1.206445768475532532e-01 -1.517325043678283691e-01
1.026561111211776733e-01 -1.268464773893356323e-01 -5.903943255543708801e-02 1.658128798007965088e-01 -1.309075392782688141e-02 2.239334285259246826e-01 -8.007846027612686157e-02 4.543645679950714111e-02 1.665360778570175171e-01 -2.513649463653564453e-01 -1.614541001617908478e-02 1.383153349161148071e-01 2.137787640094757080e-01 -1.958729177713394165e-01 1.803794354200363159e-01 2.280849367380142212e-01 -2.088345736265182495e-01 1.188101395964622498e-01
-2.982608675956726074e-01 -2.492146492004394531e-01 -3.114437125623226166e-02 3.822310566902160645e-01 -3.229434415698051453e-02 -8.178064599633216858e-03 1.814834467950277030e-05 -1.297257244586944580e-01 8.258765935897827148e-02 -1.191270072013139725e-02 -3.587400019168853760e-01 -1.141460314393043518e-01 -2.684209309518337250e-02 -1.628808230161666870e-01 1.374740153551101685e-01 2.032571472227573395e-02 2.244673818349838257e-01 -1.627395153045654297e-01
-2.096964716911315918e-01 -1.515665948390960693e-01 -1.603896766901016235e-01 3.441568613052368164e-01 9.984616935253143311e-02 -4.712089151144027710e-02 1.394096179865300655e-03 -1.816176925785839558e-03 -3.560718894004821777e-01 -3.454386591911315918e-01 3.660063147544860840e-01 -1.018289774656295776e-01 1.642254590988159180e-01 1.341972351074218750e-01 -2.733589848503470421e-03 -1.085273697972297668e-01 1.183149144053459167e-01 8.939428627490997314e-02
-1.442855149507522583e-01 3.447872102260589600e-01 -1.904884539544582367e-02 3.152715265750885010e-01 -3.098122477531433105e-01 -1.505302190780639648e-01 1.726974695920944214e-01 -3.870766460895538330e-01 2.244347007945179939e-03 -8.190073817968368530e-02 -8.483850955963134766e-02 1.779958456754684448e-01 -2.837694585323333740e-01 1.341658085584640503e-01 8.364345133304595947e-02 1.985593587160110474e-01 3.048585355281829834e-01 4.851397126913070679e-02
-2.294086851179599762e-02 1.178612262010574341e-01 1.301639229059219360e-01 -7.159967720508575439e-02 -7.901148637756705284e-05 -4.652727022767066956e-02 -9.602472186088562012e-03 2.791611105203628540e-02 -4.470436833798885345e-03 1.333817094564437866e-01 1.154275704175233841e-02 1.653762161731719971e-01 -1.876877695322036743e-01 3.408532962203025818e-02 -1.251712888479232788e-01 -3.557383269071578979e-02 2.342908084392547607e-01 -3.469153121113777161e-02
2.116824984550476074e-01 8.158688992261886597e-02 1.510165929794311523e-01 -2.107593975961208344e-02 2.386786602437496185e-02 1.055574696511030197e-02 -6.001788750290870667e-02 -1.384884417057037354e-01 3.099632263183593750e-01 1.781635731458663940e-01 1.153798922896385193e-01 1.494277417659759521e-01 -1.817558109760284424e-01 -1.800058335065841675e-01 2.057948336005210876e-02 3.418604135513305664e-01 -1.323925554752349854e-01 -1.140258759260177612e-01
1.647944897413253784e-01 2.897385060787200928e-01 -3.734892234206199646e-02 -5.742013826966285706e-02 -1.828694790601730347e-01 -1.354959011077880859e-01 4.720631986856460571e-02 2.033856064081192017e-01 -9.277778118848800659e-02 3.046042919158935547e-01 7.359422743320465088e-02 -4.429472610354423523e-04 -8.880813419818878174e-02 -2.321839034557342529e-01 7.766254246234893799e-02 -5.867132544517517090e-02 -7.554376870393753052e-02 -7.318588346242904663e-02
-2.684882581233978271e-01 -8.539520204067230225e-02 -4.184846300631761551e-03 -8.751517534255981445e-02 -2.366369068622589111e-01 1.930692344903945923e-01 -3.586896657943725586e-01 -1.327568739652633667e-01 3.204113841056823730e-01 2.753865718841552734e-01 3.126367330551147461e-01 -2.032767236232757568e-01 2.166073769330978394e-01 2.440005987882614136e-01 2.561138570308685303e-02 -9.218145161867141724e-02 -6.019883323460817337e-03 -1.931413710117340088e-01
-1.007708460092544556e-01 -1.014902535825967789e-02 3.788195922970771790e-02 -2.308289408683776855e-01 1.234958767890930176e-01 -3.170218467712402344e-01 -2.457484044134616852e-02 -4.239650070667266846e-02 -2.156216949224472046e-01 3.489732369780540466e-02 -5.709760263562202454e-02 2.272007316350936890e-01 2.491502463817596436e-01 -1.736114770174026489e-01 -8.337159454822540283e-02 -8.292129635810852051e-02 -2.866010069847106934e-01 1.669393926858901978e-01
3.431123793125152588e-01 -1.700849682092666626e-01 -9.982397407293319702e-02 -1.856504939496517181e-02 -2.093408405780792236e-01 -2.592082023620605469e-01 -1.156003214418888092e-02 -1.330102086067199707e-01 9.288176894187927246e-02 -6.299091503024101257e-03 -3.185847075656056404e-03 1.377938240766525269e-01 -2.152754962444305420e-01 -2.021113038063049316e-02 4.927010089159011841e-02 2.354627847671508789e-01 -2.137962728738784790e-01 -5.861153081059455872e-02
4.192297533154487610e-02 -2.168157845735549927e-01 1.889663338661193848e-01 -1.404618918895721436e-01 -1.129650324583053589e-01 -4.875604528933763504e-03 -2.635196447372436523e-01 3.990185260772705078e-02 3.706496953964233398e-02 1.349825877696275711e-02 2.888302206993103027e-01 8.656922727823257446e-02 -2.027729898691177368e-01 1.330712288618087769e-01 -2.093510180711746216e-01 -1.552579738199710846e-02 1.352513581514358521e-01 -3.184540569782257080e-02
