-9.951647371053695679e-02 5.715589597821235657e-02 -1.866857707500457764e-01 1.483685225248336792e-01 7.937042415142059326e-02 4.256809875369071960e-02
-3.663130700588226318e-01 -9.422578662633895874e-02 -1.498633623123168945e-02 -2.040555179119110107e-01 -1.130496039986610413e-01 2.782904803752899170e-01
3.431417942047119141e-01 3.285691887140274048e-02 1.283457875251770020e-01 -6.362113356590270996e-02 2.490056753158569336e-01 2.589695528149604797e-02
-2.160783261060714722e-01 -1.299374699592590332e-01 1.785185188055038452e-01 -1.113915443420410156e-01 3.095457255840301514e-01 -1.155125722289085388e-01
-8.007607609033584595e-02 1.568687558174133301e-01 5.743522569537162781e-02 9.537160396575927734e-03 -1.889115571975708008e-01 -7.445620000362396240e-02
1.007722690701484680e-01 9.771439433097839355e-02 1.049141436815261841e-01 -5.219743028283119202e-02 1.101642772555351257e-01 -8.103975653648376465e-02
5.456772446632385254e-02 -1.367590576410293579e-01 8.792772889137268066e-03 2.533475868403911591e-02 2.427177429199218750e-01 1.776433438062667847e-01
2.793745696544647217e-01 -3.488535806536674500e-02 -1.930589787662029266e-02 -3.356459736824035645e-01 -2.308757416903972626e-02 1.868731714785099030e-02
1.483065932989120483e-01 -2.112345844507217407e-01 -4.332673177123069763e-02 -1.596766561269760132e-01 -9.957779198884963989e-03 1.243094541132450104e-02
1.817001402378082275e-01 1.413332950323820114e-02 1.146981567144393921e-01 9.861698746681213379e-02 4.481279850006103516e-02 1.066410094499588013e-01
-1.707540825009346008e-02 4.745646566152572632e-02 -1.935399323701858521e-02 -1.339191943407058716e-01 -1.575139164924621582e-01 2.636372148990631104e-01
-3.909420594573020935e-02 1.594722121953964233e-01 -1.564517021179199219e-01 -6.022436544299125671e-02 -6.472979485988616943e-02 -2.677696943283081055e-01
-3.079487979412078857e-01 -3.160512819886207581e-02 4.218930378556251526e-02 4.464455693960189819e-02 -1.550886314362287521e-02 4.186731949448585510e-02
1.772367209196090698e-02 -7.290170341730117798e-02 8.471684157848358154e-02 -4.411260783672332764e-02 -3.998399898409843445e-02 2.217841297388076782e-01
-9.885190427303314209e-02 -1.059154048562049866e-01 -1.332633346319198608e-01 -1.853310875594615936e-02 -2.054411172866821289e-01 1.605182737112045288e-01
-2.556304931640625000e-01 -8.540987223386764526e-02 6.306035071611404419e-02 -1.673817485570907593e-01 1.667319238185882568e-01 -9.768807142972946167e-02
-1.637974679470062256e-01 -8.742754906415939331e-02 -1.412183791399002075e-01 -2.270952425897121429e-02 -1.042121723294258118e-01 1.946594268083572388e-01
-3.209246322512626648e-02 2.756464183330535889e-01 2.325036674737930298e-01 2.072903364896774292e-01 2.028470337390899658e-01 1.634233146905899048e-01
2.866619527339935303e-01 -3.104253709316253662e-01 -6.329154968261718750e-02 -3.272236883640289307e-02 -2.774079144001007080e-02 3.648411333560943604e-01
-8.795260637998580933e-02 2.086182683706283569e-01 1.800882220268249512e-01 -3.167941570281982422e-01 -5.409871228039264679e-03 -1.595740020275115967e-01
1.047664359211921692e-01 7.496314495801925659e-02 -1.932290643453598022e-01 -1.000891700387001038e-01 2.170002907514572144e-01 2.911130338907241821e-02
1.732848212122917175e-02 -1.251350045204162598e-01 1.763287633657455444e-01 5.907498672604560852e-02 5.895248055458068848e-02 -1.931545585393905640e-01
1.923402696847915649e-01 1.553182899951934814e-01 -3.413064777851104736e-01 1.379199773073196411e-01 1.153177022933959961e-01 -1.969083584845066071e-02
3.022797405719757080e-01 1.265283077955245972e-01 -1.244927346706390381e-01 -1.002904921770095825e-01 4.691719263792037964e-02 7.942987233400344849e-02
1.612262278795242310e-01 -6.953532993793487549e-02 -1.694854497909545898e-01 2.778256684541702271e-02 -1.426779478788375854e-01 -4.590090736746788025e-02
1.776350662112236023e-02 -3.176327049732208252e-01 1.455088555812835693e-01 1.880321353673934937e-01 3.071854710578918457e-01 3.162293881177902222e-02
-2.141396850347518921e-01 1.276989728212356567e-01 9.829508513212203979e-02 2.128583611920475960e-03 6.434402428567409515e-03 8.652578294277191162e-02
-3.191346824169158936e-01 -6.932686548680067062e-03 -1.712348163127899170e-01 1.725715398788452148e-01 -1.174754947423934937e-01 -2.004900276660919189e-01
3.328626602888107300e-02 -2.177635878324508667e-01 -2.258418500423431396e-02 -2.480857372283935547e-01 1.970172673463821411e-01 1.042972877621650696e-01
6.281182169914245605e-02 -4.081175103783607483e-02 -2.147334069013595581e-02 -4.990354925394058228e-02 -1.612140797078609467e-02 9.158443659543991089e-02
-2.703604102134704590e-01 1.466555446386337280e-01 9.543082118034362793e-02 5.623941123485565186e-02 1.856678575277328491e-01 -1.578780561685562134e-01
-1.194403767585754395e-01 -3.465790748596191406e-01 -1.315535455942153931e-01 -8.077642321586608887e-02 -2.286313474178314209e-01 2.163108885288238525e-01
-1.115171238780021667e-01 -1.692548543214797974e-01 -5.831003654748201370e-03 -5.111705046147108078e-03 -2.477976828813552856e-01 1.172929108142852783e-01
-7.013005018234252930e-02 -8.704037219285964966e-02 -2.244151681661605835e-01 -1.038338318467140198e-01 1.607131361961364746e-01 -1.194368228316307068e-01
2.283255457878112793e-01 1.685452461242675781e-01 6.588125228881835938e-02 9.682212769985198975e-02 -2.253238297998905182e-02 -6.037838384509086609e-02
-1.374864950776100159e-03 -3.105578571557998657e-02 1.840577125549316406e-01 1.380601078271865845e-01 -1.651786863803863525e-01 7.732790708541870117e-02
-2.133969068527221680e-01 1.816067099571228027e-01 -1.440644860267639160e-01 1.373226940631866455e-01 2.513897791504859924e-02 9.873948059976100922e-03
6.415627151727676392e-02 1.965187788009643555e-01 7.441940158605575562e-02 -1.358552724123001099e-01 -1.984241753816604614e-01 -2.552148997783660889e-01
1.044218540191650391e-01 -8.082221448421478271e-02 -8.789212442934513092e-04 -1.359810978174209595e-01 2.242621406912803650e-02 1.371226012706756592e-01
1.010343879461288452e-01 -9.661342948675155640e-02 -2.330201268196105957e-01 7.314688712358474731e-02 -1.020205789245665073e-03 -1.603716164827346802e-01
1.790711134672164917e-01 -6.027439609169960022e-02 1.207361668348312378e-01 3.751132264733314514e-02 -8.937738090753555298e-02 -1.843231022357940674e-01
