-2.254998683929443359e-02 -7.547461241483688354e-02 7.313311845064163208e-02 1.048682909458875656e-02
-3.116219490766525269e-02 -2.432078719139099121e-01 -2.691669166088104248e-01 -7.304314523935317993e-02
2.374130934476852417e-01 2.624897062778472900e-01 6.466398388147354126e-02 1.895095556974411011e-01
1.461642086505889893e-01 2.389042973518371582e-01 -3.376527726650238037e-01 3.066480755805969238e-01
1.138484776020050049e-01 -1.408577561378479004e-01 2.618887722492218018e-01 9.204320609569549561e-02
-1.205118373036384583e-02 -2.059378027915954590e-01 -6.137566268444061279e-02 -1.829008609056472778e-01
-1.819310933351516724e-01 -1.913933157920837402e-01 1.360303610563278198e-01 -6.640239059925079346e-02
3.272942826151847839e-02 -8.922030776739120483e-02 -8.360146731138229370e-02 7.857709378004074097e-02
-7.293034344911575317e-02 -1.119246929883956909e-01 1.672067791223526001e-01 2.875109612941741943e-01
-1.990750283002853394e-01 6.530771404504776001e-02 -1.405707746744155884e-01 3.636224567890167236e-02
2.656545937061309814e-01 -1.365183386951684952e-02 2.092142254114151001e-01 -1.971291005611419678e-01
-2.939004898071289062e-01 -1.204968243837356567e-02 1.252077966928482056e-01 4.106658697128295898e-02
-3.485107719898223877e-01 -1.103214770555496216e-01 2.451501227915287018e-02 2.915926277637481689e-01
-1.867980957031250000e-01 -6.764306128025054932e-02 1.258568465709686279e-01 -3.291464447975158691e-01
-1.262242496013641357e-01 3.477340936660766602e-01 -1.058770343661308289e-01 9.243229031562805176e-02
-1.111595630645751953e-01 2.084974646568298340e-01 9.409416466951370239e-02 -1.102860420942306519e-01
-8.251179754734039307e-02 -3.613708168268203735e-02 -4.149681329727172852e-02 1.118282601237297058e-01
2.965193390846252441e-01 2.117158621549606323e-01 -6.161552667617797852e-02 -9.460927546024322510e-02
-1.531455516815185547e-01 -1.617365926504135132e-01 1.117934882640838623e-01 -3.095542788505554199e-01
-1.344904154539108276e-01 1.537702381610870361e-01 8.078628778457641602e-02 -1.837890744209289551e-01
2.785450518131256104e-01 2.084830105304718018e-01 -1.213546842336654663e-01 9.175267815589904785e-02
6.662295758724212646e-02 -7.047711312770843506e-02 -1.693462878465652466e-01 -4.647442325949668884e-02
6.704688817262649536e-02 -4.328119754791259766e-02 -2.366584725677967072e-02 -1.417088955640792847e-01
9.008342027664184570e-02 2.167580462992191315e-02 -1.360267102718353271e-01 -4.989186301827430725e-02
8.981818705797195435e-02 1.459704488515853882e-01 -3.590672090649604797e-02 9.638747200369834900e-03
2.338415198028087616e-02 -1.757277920842170715e-02 -3.327425718307495117e-01 -1.338883023709058762e-02
-1.611198484897613525e-01 -6.755615770816802979e-02 6.587114185094833374e-02 -1.602544784545898438e-01
-1.693364083766937256e-01 2.019853442907333374e-01 1.306862980127334595e-01 9.042471647262573242e-02
1.233623400330543518e-01 -1.263478398323059082e-01 2.273889780044555664e-01 -6.066499650478363037e-02
-1.944946348667144775e-01 -2.545529007911682129e-01 -1.609150320291519165e-01 1.605651825666427612e-01
-9.588044136762619019e-02 -3.380265235900878906e-01 -2.269065976142883301e-01 4.296657070517539978e-02
-9.168151766061782837e-02 2.422357946634292603e-01 -5.811496078968048096e-02 3.390146195888519287e-01
3.072103857994079590e-01 -1.599688781425356865e-03 -1.615586727857589722e-01 1.636442840099334717e-01
-7.953763008117675781e-02 -8.288614451885223389e-03 2.245672792196273804e-02 -5.507969763129949570e-05
1.030389890074729919e-01 -2.816939949989318848e-01 2.206815034151077271e-02 -9.735474735498428345e-02
-1.826874017715454102e-01 2.521625459194183350e-01 1.435430720448493958e-02 1.621680147945880890e-02
-2.060529291629791260e-01 -7.397361844778060913e-02 -1.020252034068107605e-01 1.442928612232208252e-01
-1.044407635927200317e-01 1.400982737541198730e-01 -1.375342607498168945e-01 -1.343315839767456055e-01
