-4.613224546958920591e-01 -1.747737893229600048e-01
-4.740175040499039483e-01 -8.765232351125769317e-02
-4.792151148361479263e-01 -2.126050008018849982e-02
-4.786631561685829594e-01 2.966956667077530127e-02
-4.757653731638629702e-01 2.918548057470439841e-02
-4.706827537666950501e-01 7.169852956248909392e-02
-4.630933220876649603e-01 8.245833694423700122e-02
-4.547449472407329996e-01 8.701622970386040101e-02
-4.451086688361479138e-01 1.080120025083230045e-01
-4.340005006513870667e-01 1.174084176484799930e-01
-4.211444633526679748e-01 1.435303581949110008e-01
-4.069775242184810460e-01 1.446856168009930110e-01
-3.927185919730320496e-01 1.454971041214590255e-01
-3.792416011733020231e-01 1.293725938199700165e-01
-3.634417843142320192e-01 1.904913866741289874e-01
-3.445601982279200004e-01 1.940273198976019686e-01
-3.254486293634559768e-01 1.952597516494350149e-01
-3.053021379973060445e-01 2.146723056759269888e-01
-2.819818842926530289e-01 2.595590135405810295e-01
-2.553268803047910596e-01 2.830617442918449411e-01
-2.246793752882019768e-01 3.411520758203430703e-01
-1.886686718851000033e-01 3.924605248435010241e-01
-1.460137660211749955e-01 4.768832691341129415e-01
-9.513927566608340602e-02 5.599028653201710837e-01
-3.647986827053310149e-02 6.346205018876240889e-01
2.928370714214460074e-02 7.029304287776170224e-01
1.011809232481469950e-01 7.566943869837429171e-01
1.772753250554300053e-01 7.846871916695770111e-01
2.535560129130169926e-01 7.572088746220790867e-01
3.250806569184119810e-01 6.877062718432160882e-01
3.872450018530049776e-01 5.695378156381020185e-01
4.356793749319000653e-01 4.142093204640739379e-01
4.682449363182789592e-01 2.520989427847070141e-01
4.874025017383739611e-01 1.422558319999419896e-01
4.976827319217859702e-01 7.051286941414169895e-02
5.010864770384411138e-01 2.973972407600289965e-03
5.000745528145710272e-01 -2.214541881812669838e-02
4.959118645300120143e-01 -5.992845554546279846e-02
4.884834207956899599e-01 -8.943666018421450592e-02
4.776282336668970507e-01 -1.291574444439380076e-01
4.639672566446439994e-01 -1.480905895347079948e-01
4.496393295657499789e-01 -1.439115467633139966e-01
4.346674507080289795e-01 -1.602558836011839793e-01
4.188676338489600304e-01 -1.614462209098790069e-01
4.001700339851699817e-01 -2.174294917013739892e-01
3.785516528388449542e-01 -2.226188011080460216e-01
3.578072062494979666e-01 -2.005776829656910065e-01
3.357748561024990197e-01 -2.470943812117999683e-01
3.126155903425519855e-01 -2.251047118332789865e-01
-5.513607123425549872e-02 -1.026122208859679974e-01
