-8.334488272666931152e-01 -2.026779949665069580e-01 1.013098433613777161e-01 2.558097057044506073e-02 -3.178372234106063843e-02 -4.528213292360305786e-02 -3.519828617572784424e-02 -3.748846426606178284e-02 -8.423886261880397797e-03 9.798614680767059326e-02
-2.782156318426132202e-02 7.701493501663208008e-01 -1.072399504482746124e-02 9.814313612878322601e-03 -2.194785280153155327e-03 -9.968634694814682007e-03 -6.102054379880428314e-03 3.452081978321075439e-02 1.327735185623168945e-02 -1.207662466913461685e-02
5.797258615493774414e-01 9.048763662576675415e-02 8.251547217369079590e-01 -1.124520599842071533e-01 1.065826267004013062e-01 3.952049091458320618e-02 5.352164804935455322e-02 8.155705034732818604e-02 5.279500968754291534e-03 -2.568090856075286865e-01
-1.014114618301391602e+00 -1.420443654060363770e+00 -4.470418766140937805e-02 5.131618380546569824e-01 -5.381311476230621338e-02 -3.018415160477161407e-02 -5.326289311051368713e-02 -3.568185260519385338e-03 5.590726435184478760e-02 -1.573711037635803223e-01
1.337114334106445312e+00 -1.043469309806823730e+00 -2.009008079767227173e-01 2.446909844875335693e-01 1.284216880798339844e+00 1.310361474752426147e-01 3.412316441535949707e-01 2.038409113883972168e-01 -9.266640245914459229e-02 -1.835797876119613647e-01
1.854025483131408691e+00 -3.282243013381958008e-02 -1.258351355791091919e-01 -4.224129617214202881e-01 -1.634311676025390625e-01 5.995977520942687988e-01 -3.135242462158203125e-01 -5.048683285713195801e-02 -3.774073719978332520e-02 2.542649209499359131e-01
3.698672771453857422e+00 -5.598781704902648926e-01 -3.001411855220794678e-01 6.787527352571487427e-02 -2.861515283584594727e-01 -1.114200334995985031e-02 6.176713109016418457e-01 -1.850890368223190308e-01 -1.786783337593078613e-02 -1.169659346342086792e-01
4.971475601196289062e+00 -3.706629946827888489e-02 -8.358442038297653198e-02 -1.596607565879821777e-01 -9.886079281568527222e-02 2.240107506513595581e-01 1.484145671129226685e-01 1.100121498107910156e+00 1.054945960640907288e-01 -1.513631641864776611e-01
2.611546993255615234e+00 9.936082363128662109e-02 -5.759419798851013184e-01 1.236967965960502625e-01 5.068239569664001465e-01 -2.438790649175643921e-01 -2.583313733339309692e-02 -6.033899728208780289e-03 7.661172151565551758e-01 -2.760950028896331787e-01
-3.029721975326538086e+00 1.664967983961105347e-01 -4.447067081928253174e-01 1.843586862087249756e-01 -2.444823831319808960e-02 -1.445184499025344849e-01 -2.711863517761230469e-01 9.668679535388946533e-02 -1.080697253346443176e-01 5.795400142669677734e-01
