1.427157521247863770e-01 1.752496063709259033e-01 -1.948906332254409790e-01 1.227550134062767029e-01 5.052359402179718018e-02 -4.543964937329292297e-02 -2.920089960098266602e-01 -1.017351523041725159e-01 1.202392671257257462e-02 9.798674285411834717e-02 2.604917883872985840e-01 2.197352349758148193e-01 2.778580188751220703e-01 -3.603017330169677734e-01 -1.225325316190719604e-01 4.200179278850555420e-01 3.648689985275268555e-01 -1.103605106472969055e-01 -1.463425606489181519e-01 8.916749060153961182e-02 -6.818956881761550903e-02 3.760823905467987061e-01 3.830425143241882324e-01 7.826609164476394653e-02 1.595863997936248779e-01 2.565027773380279541e-01 -7.868202775716781616e-02 -8.694207645021378994e-04 1.120977327227592468e-01 1.470971852540969849e-01 3.192597255110740662e-02 -8.256839588284492493e-03 1.901634782552719116e-01 -8.021516352891921997e-02 1.742410361766815186e-01 1.624878346920013428e-01 -5.826543271541595459e-02 1.065403968095779419e-02 -1.478626430034637451e-01 -1.818324178457260132e-01 -6.903002411127090454e-02 3.840314969420433044e-02 -4.967404063791036606e-03 1.492072641849517822e-01 -1.258975081145763397e-02 1.484889239072799683e-01 8.344335108995437622e-02 1.512557268142700195e-01 1.939955502748489380e-01 -3.914468586444854736e-01 1.298725008964538574e-01 1.652533411979675293e-01 1.779082864522933960e-01 1.320909410715103149e-01 1.988762319087982178e-01 -3.136743903160095215e-01 -1.795749962329864502e-01 2.638739347457885742e-01 1.023251339793205261e-01 2.728371024131774902e-01
2.531353831291198730e-01 2.501900494098663330e-01 -1.269822288304567337e-02 6.795313954353332520e-02 1.350357085466384888e-01 -1.806660592555999756e-01 -1.213459894061088562e-01 3.792162537574768066e-01 -1.322790682315826416e-01 1.018375828862190247e-01 -1.941724866628646851e-01 -3.732476010918617249e-02 1.254729926586151123e-01 1.019897386431694031e-01 8.723247796297073364e-02 -4.055605232715606689e-01 -2.831315696239471436e-01 4.028571248054504395e-01 -2.304036915302276611e-02 -3.176790103316307068e-02 1.523635257035493851e-02 -3.221361935138702393e-01 6.959035992622375488e-02 -3.564467430114746094e-01 6.049099937081336975e-02 -8.741242438554763794e-02 3.544432111084461212e-03 8.318949490785598755e-02 1.132149547338485718e-01 -1.831083446741104126e-01 -2.063145637512207031e-01 1.898697763681411743e-01 -2.358059287071228027e-01 1.552261784672737122e-02 -6.065140292048454285e-02 1.031369622796773911e-02 3.236652314662933350e-01 -8.360376209020614624e-02 4.405546933412551880e-02 2.927158474922180176e-01 2.791946828365325928e-01 -1.316755861043930054e-01 4.156794771552085876e-02 1.301211416721343994e-01 -6.872937083244323730e-02 -1.818935126066207886e-01 -1.039353609085083008e-01 3.135359883308410645e-01 2.047148346900939941e-01 -7.173106819391250610e-02 -7.832793146371841431e-02 -1.305884867906570435e-01 -2.418875396251678467e-01 -1.143165454268455505e-01 -2.716378569602966309e-01 -2.584227174520492554e-02 -2.977343499660491943e-01 5.167615786194801331e-02 3.019486367702484131e-01 -7.631871104240417480e-02
2.003922313451766968e-02 2.035448998212814331e-01 1.786768585443496704e-01 3.117654025554656982e-01 4.000021219253540039e-01 -1.510419603437185287e-02 9.679512679576873779e-02 7.403514534235000610e-02 2.939015999436378479e-02 -8.496421389281749725e-03 7.465223222970962524e-02 7.091150432825088501e-02 -8.989258855581283569e-02 2.375795841217041016e-01 1.783260554075241089e-01 1.697788201272487640e-02 -1.451389342546463013e-01 2.683105766773223877e-01 1.745823472738265991e-01 2.237669080495834351e-01 1.813904754817485809e-02 9.519871324300765991e-02 9.646825492382049561e-02 9.232550859451293945e-02 8.289861679077148438e-02 -1.629241406917572021e-01 -2.527475655078887939e-01 2.248982787132263184e-01 -6.112913042306900024e-02 9.390769153833389282e-02 -2.383700460195541382e-01 4.648135229945182800e-02 3.047132119536399841e-02 -2.340230196714401245e-01 -6.905291695147752762e-03 1.296923756599426270e-01 -1.301307883113622665e-02 3.125270456075668335e-02 -6.377401202917098999e-02 2.965892851352691650e-02 -9.378203749656677246e-02 5.580267310142517090e-02 -5.864535272121429443e-02 -2.916783392429351807e-01 -1.896908432245254517e-01 1.482928991317749023e-01 -2.415028214454650879e-01 -2.162098586559295654e-01 1.400029808282852173e-01 2.603402137756347656e-01 4.500609636306762695e-02 4.974657669663429260e-03 1.430037915706634521e-01 2.077826857566833496e-01 -6.591017544269561768e-02 -8.264591544866561890e-02 1.795368045568466187e-01 -6.162814050912857056e-02 7.094889879226684570e-02 1.663096249103546143e-02
2.660218626260757446e-02 -8.221410214900970459e-02 1.140141040086746216e-01 -3.876897692680358887e-02 -4.264073446393013000e-03 -2.291019856929779053e-01 -4.670703038573265076e-02 -7.447592914104461670e-02 -1.624429970979690552e-02 -1.846714913845062256e-01 -1.548832803964614868e-01 1.603118479251861572e-01 -8.112451061606407166e-03 6.848035752773284912e-02 3.468697071075439453e-01 -1.540091335773468018e-01 -1.349184364080429077e-01 1.516456454992294312e-01 2.787862420082092285e-01 2.362447977066040039e-02 2.539398968219757080e-01 1.710970103740692139e-01 -1.019596084952354431e-01 -5.399547144770622253e-02 1.280945092439651489e-01 -1.317577343434095383e-02 2.470806092023849487e-01 3.997405245900154114e-02 -6.419890560209751129e-03 -1.786174178123474121e-01 -8.734647184610366821e-03 -1.067979708313941956e-01 2.397864311933517456e-01 2.578886970877647400e-02 -1.346439775079488754e-02 -1.253729015588760376e-01 -2.387707978487014771e-01 6.237858161330223083e-02 1.751870363950729370e-01 -4.866642504930496216e-02 1.150783896446228027e-01 -1.393749844282865524e-02 -9.336617588996887207e-02 -3.452878911048173904e-03 2.455768734216690063e-01 -3.293246030807495117e-02 -1.363327354192733765e-01 1.038000509142875671e-01 -1.966935694217681885e-01 -7.519390434026718140e-02 -2.961519956588745117e-01 -8.998424559831619263e-02 -1.510279327630996704e-01 3.807577490806579590e-01 -1.895846053957939148e-02 -1.613209247589111328e-01 -6.577543914318084717e-02 1.345883756875991821e-01 1.252382993698120117e-01 7.590477913618087769e-02
-7.704475522041320801e-02 -2.726672291755676270e-01 -2.294812053442001343e-01 4.930057376623153687e-02 7.271232455968856812e-02 2.706052176654338837e-02 -1.394840981811285019e-02 3.207120895385742188e-01 1.009205281734466553e-01 9.190244227647781372e-02 2.443507760763168335e-01 -1.499207913875579834e-01 -1.361186951398849487e-01 -3.282875418663024902e-01 5.888543650507926941e-02 1.897838711738586426e-01 -2.395191192626953125e-01 -4.497385770082473755e-02 -8.325765281915664673e-02 2.767953574657440186e-01 3.189728260040283203e-01 -2.908795177936553955e-01 -5.951983854174613953e-02 -2.375139296054840088e-02 1.555142253637313843e-01 3.045074939727783203e-01 -5.579558014869689941e-02 -9.031141549348831177e-02 -6.457644701004028320e-02 -1.189967542886734009e-01 -8.175791800022125244e-02 -1.624393463134765625e-01 3.368616849184036255e-02 -5.728232115507125854e-02 -1.880997717380523682e-01 -1.704386919736862183e-01 -1.234581395983695984e-01 7.247740030288696289e-02 -2.839550077915191650e-01 -1.275514215230941772e-01 8.326283097267150879e-02 -1.243414282798767090e-01 2.169275283813476562e-01 -5.314794927835464478e-02 2.607640326023101807e-01 9.874095767736434937e-02 -1.639977246522903442e-01 4.055360853672027588e-01 1.546618193387985229e-01 -3.129654824733734131e-01 -4.421415179967880249e-02 -7.143124192953109741e-02 -2.203704789280891418e-02 1.136628240346908569e-01 1.960668116807937622e-01 1.658258587121963501e-01 3.317981362342834473e-01 1.504467427730560303e-02 2.563937306404113770e-01 -2.000391036272048950e-01
-1.518334448337554932e-01 2.711731791496276855e-01 4.292205572128295898e-01 3.736395761370658875e-02 -1.277197301387786865e-01 2.151122093200683594e-01 1.511196345090866089e-01 2.428966760635375977e-01 1.023601740598678589e-01 -2.053409814834594727e-01 -3.091727495193481445e-01 -2.594802379608154297e-01 -2.599896304309368134e-02 -2.545280158519744873e-01 9.371276944875717163e-02 -7.171519100666046143e-02 2.198453992605209351e-01 1.830231249332427979e-01 1.733519732952117920e-01 -8.876460790634155273e-02 8.242116309702396393e-03 3.256648778915405273e-01 -1.830055862665176392e-01 2.463791221380233765e-01 -4.334530327469110489e-03 2.870219945907592773e-01 -8.503497391939163208e-02 -7.369160652160644531e-02 -3.207247257232666016e-01 -1.905294507741928101e-02 4.437974393367767334e-01 2.308294922113418579e-01 -3.546599149703979492e-01 -2.066308259963989258e-01 -4.288271069526672363e-02 -5.323034711182117462e-03 -1.533427685499191284e-01 -1.027820706367492676e-01 9.841219335794448853e-02 -7.216370850801467896e-02 -1.062373146414756775e-01 2.554453015327453613e-01 -1.085043027997016907e-01 -1.959481686353683472e-01 1.894565373659133911e-01 -3.173670545220375061e-02 -1.901535242795944214e-01 -7.399694621562957764e-02 7.440807670354843140e-02 -1.613270193338394165e-01 1.492505054920911789e-02 1.451642960309982300e-01 2.757555544376373291e-01 -3.740777671337127686e-01 -1.033032499253749847e-02 -6.900907307863235474e-02 4.234937205910682678e-02 1.711252927780151367e-01 8.115944266319274902e-02 2.129803597927093506e-01
6.627762690186500549e-03 -2.288815192878246307e-02 1.096644476056098938e-01 -2.351731061935424805e-01 -3.439362943172454834e-01 1.312191691249608994e-02 1.289644688367843628e-01 2.617353498935699463e-01 1.417715549468994141e-01 -9.476417303085327148e-02 7.167062163352966309e-02 1.812561005353927612e-01 -1.137157455086708069e-01 1.110803186893463135e-01 6.354969460517168045e-03 1.639752984046936035e-01 1.372883319854736328e-01 1.079434622079133987e-02 9.547462314367294312e-02 -3.709864914417266846e-01 4.175363481044769287e-02 1.711563766002655029e-01 1.379940807819366455e-01 1.844319403171539307e-01 1.371046453714370728e-01 -1.368399858474731445e-01 1.380154490470886230e-01 3.304313421249389648e-01 -3.416782990097999573e-02 -1.729599982500076294e-01 -2.524569630622863770e-01 7.547562569379806519e-02 -3.025528490543365479e-01 -2.492434978485107422e-01 1.761765629053115845e-01 1.394576877355575562e-01 -1.271109282970428467e-01 -1.306247711181640625e-01 5.025681573897600174e-03 1.164168789982795715e-01 -2.853355370461940765e-02 -3.414555490016937256e-01 6.871312856674194336e-02 -2.036642581224441528e-01 -6.507396697998046875e-02 -3.220308125019073486e-01 -3.002755641937255859e-01 -7.867066562175750732e-02 2.197794616222381592e-01 -1.079071164131164551e-01 2.146084308624267578e-01 6.857845932245254517e-02 -7.966763526201248169e-02 -4.340044781565666199e-02 -2.043562568724155426e-02 -2.227334976196289062e-01 -7.368508726358413696e-02 1.211884617805480957e-01 -1.260576695203781128e-01 -2.124602347612380981e-01
-2.210958115756511688e-02 -1.864790916442871094e-01 -7.657293230295181274e-02 3.915183544158935547e-01 -2.711614072322845459e-01 7.785007357597351074e-02 -6.728810817003250122e-02 8.362305909395217896e-02 2.207858255133032799e-03 -1.243904232978820801e-01 -2.754346840083599091e-02 -1.013708952814340591e-02 1.876540482044219971e-01 1.746022254228591919e-01 -2.511985301971435547e-01 3.578963503241539001e-02 4.191922396421432495e-02 -3.277853876352310181e-02 2.582877278327941895e-01 1.694622486829757690e-01 2.623716294765472412e-01 1.303615272045135498e-01 -1.430550217628479004e-01 1.226974502205848694e-01 2.063058018684387207e-01 -1.824299991130828857e-01 2.835262119770050049e-01 -1.774135082960128784e-01 -3.915385305881500244e-01 -2.072726637125015259e-01 1.309452652931213379e-01 5.056319385766983032e-02 -3.143736422061920166e-01 2.032278478145599365e-01 -3.839841485023498535e-01 2.334847152233123779e-01 1.876278966665267944e-01 -9.067536145448684692e-02 -1.587220132350921631e-01 -5.142012983560562134e-02 2.116233110427856445e-02 -1.381039917469024658e-01 -2.901290543377399445e-02 -1.193810999393463135e-01 1.074544060975313187e-02 1.666401028633117676e-01 2.011675089597702026e-01 -2.019490599632263184e-01 -1.215891391038894653e-01 1.341113299131393433e-01 -3.337470293045043945e-01 1.904111206531524658e-01 -6.236768141388893127e-02 -1.231137569993734360e-02 -1.603271514177322388e-01 2.676817476749420166e-01 1.231353133916854858e-01 7.102030515670776367e-02 -7.001775503158569336e-02 -9.123784303665161133e-02
2.148367166519165039e-01 1.587809622287750244e-01 4.255006462335586548e-02 -1.631626337766647339e-01 -2.652239203453063965e-01 -2.366162985563278198e-01 -1.109074726700782776e-01 1.264666467905044556e-01 -2.342220991849899292e-01 1.799344271421432495e-01 -2.460680902004241943e-01 -1.459044963121414185e-02 5.359483882784843445e-03 1.186922267079353333e-01 -2.656822204589843750e-01 -4.677495658397674561e-01 -2.142790406942367554e-01 1.234031468629837036e-01 -2.112239152193069458e-01 -9.712500125169754028e-02 8.344157785177230835e-02 -1.812233775854110718e-01 -2.481181323528289795e-01 -3.518124222755432129e-01 -6.198571622371673584e-02 -1.534476429224014282e-01 2.369717359542846680e-01 7.696210592985153198e-02 -1.227171942591667175e-01 -2.557387650012969971e-01 -1.584531553089618683e-02 1.206346824765205383e-01 -3.748445212841033936e-02 -3.491702722385525703e-03 -1.578084230422973633e-01 -2.626607716083526611e-01 -3.024467527866363525e-01 -3.125051036477088928e-02 2.884892225265502930e-01 -6.833580881357192993e-02 -3.404597640037536621e-01 -1.026492565870285034e-01 1.911659836769104004e-01 2.584155201911926270e-01 1.260300427675247192e-01 -1.258170455694198608e-01 -1.898319274187088013e-01 -1.347798705101013184e-01 3.105880916118621826e-01 3.281519189476966858e-02 -3.567959368228912354e-01 -3.176955580711364746e-01 1.652416959404945374e-02 -1.996888667345046997e-01 2.506159991025924683e-02 -2.854157090187072754e-01 2.647467851638793945e-01 -1.247089207172393799e-01 -2.549202442169189453e-01 -1.285707801580429077e-01
1.128449290990829468e-01 -2.606366947293281555e-02 -2.752825915813446045e-01 8.169691264629364014e-02 2.583977580070495605e-01 1.266814470291137695e-01 -1.276974231004714966e-01 2.627907097339630127e-01 1.899628043174743652e-01 -2.058314345777034760e-02 -1.552262604236602783e-01 -4.374381527304649353e-02 -5.047035589814186096e-02 1.342967003583908081e-01 9.199432283639907837e-02 2.514878511428833008e-01 6.047545000910758972e-02 2.277021557092666626e-01 1.429014205932617188e-01 -1.608637571334838867e-01 1.999413408339023590e-02 -6.172246485948562622e-02 -6.860252469778060913e-02 -1.420385688543319702e-01 -1.460030078887939453e-01 3.397332429885864258e-01 -3.687571883201599121e-01 2.084757387638092041e-01 -3.246410191059112549e-01 -1.012471541762351990e-01 7.856746762990951538e-02 2.608845233917236328e-01 1.407391279935836792e-01 -2.388245016336441040e-01 8.457777649164199829e-02 1.039768680930137634e-01 3.682871460914611816e-01 3.445722162723541260e-01 -8.542496711015701294e-02 1.346856653690338135e-01 6.688378006219863892e-02 4.942520707845687866e-02 1.519488990306854248e-01 4.523500427603721619e-02 1.060561984777450562e-01 -2.854154109954833984e-01 2.229414321482181549e-02 -1.028563976287841797e-01 -8.952847123146057129e-02 -1.768314540386199951e-01 8.011277765035629272e-02 -3.970436006784439087e-02 9.485757350921630859e-02 4.837223514914512634e-02 -1.843052953481674194e-01 1.369496285915374756e-01 -1.520036906003952026e-01 -1.662986129522323608e-01 -3.579402714967727661e-02 8.461109362542629242e-03
