2.471237331628799438e-01 1.330090761184692383e-01 -2.665977552533149719e-02 1.448283493518829346e-01 -1.184560460387729108e-05 3.089120388031005859e-01 -1.036723479628562927e-01 1.905966103076934814e-01 1.207717433571815491e-01 1.663097292184829712e-01 1.072987561201443896e-05 -2.048637419939041138e-01 -8.250708878040313721e-02 6.948415189981460571e-02 -1.558682924951426685e-07 1.551056355237960815e-01 -2.536570727825164795e-01 -1.121153011918067932e-01 -1.562910825014114380e-01 -2.164497524499893188e-01
-5.658335983753204346e-03 -2.574142813682556152e-01 -1.578637420607265085e-05 -2.341258972883224487e-01 -7.560089975595474243e-02 3.864403697662055492e-04 2.346228212118148804e-01 7.139608263969421387e-02 7.386638224124908447e-02 -7.362042197200935334e-06 -1.194678588944952935e-05 -2.305773705302271992e-06 -2.010908871889114380e-01 -1.413578502251766622e-06 3.810152520600240678e-06 6.612380594015121460e-02 4.716878011822700500e-02 -1.462020277976989746e-01 1.921345889568328857e-01 -5.446990206837654114e-02
-2.269211449856811669e-07 1.523720584373222664e-06 -5.735214472224470228e-06 2.568423042248468846e-06 -6.495416755569749512e-07 -6.105900638431194238e-07 -2.440946218484896235e-07 -2.417977157165296376e-06 -3.218304755137069151e-06 -1.060450358636444435e-07 -1.001361169983283617e-06 5.128688371769385412e-06 -5.422398317023180425e-06 7.374126653303392231e-06 1.082710241462336853e-07 -6.321045475488062948e-06 1.005561330202908721e-06 1.232772206094523426e-06 -3.131971425318624824e-06 4.932289357384433970e-06
8.557328023016452789e-03 -1.580496784299612045e-03 -2.528445720672607422e-01 -6.999219954013824463e-02 4.472667723894119263e-02 1.911210417747497559e-01 -6.579557061195373535e-02 -6.434854120016098022e-02 -7.978206849656999111e-04 9.526225924491882324e-02 1.869678089860826731e-05 -3.093935549259185791e-01 -1.799438744783401489e-01 -2.281441539525985718e-01 1.017932845570612699e-06 3.196670487523078918e-02 -5.570503417402505875e-03 7.918017357587814331e-02 -9.065656363964080811e-02 2.055212296545505524e-02
5.515860975719988346e-04 1.826949417591094971e-01 -1.130121871829032898e-01 1.765524744987487793e-01 2.522621452808380127e-01 6.857480853796005249e-02 -2.070146650075912476e-01 2.708352506160736084e-01 -6.499397009611129761e-02 -2.380779236555099487e-01 4.468182851269375533e-06 -3.193466365337371826e-02 2.218599468469619751e-01 5.297147855162620544e-02 -3.361597919138148427e-06 4.294536709785461426e-01 3.535510913934558630e-04 -5.328920856118202209e-02 -1.518427743576467037e-03 5.593347176909446716e-02
2.261819690465927124e-01 1.339408904314041138e-01 -1.002620458602905273e-01 -6.591089814901351929e-02 5.577658116817474365e-02 -1.062702238559722900e-01 6.188293918967247009e-02 4.344559565652161837e-04 -1.090190336108207703e-01 1.445607095956802368e-01 2.455906496834359132e-06 2.468795143067836761e-02 2.393918335437774658e-01 1.474759528719005175e-06 3.160311507599544711e-06 1.348920762538909912e-01 2.227285653352737427e-01 -1.431092433631420135e-02 2.361003682017326355e-02 -6.824639625847339630e-03
6.254108995199203491e-02 2.751230001449584961e-01 2.101295441389083862e-01 3.782762587070465088e-02 -1.057859844877384603e-04 -1.538408803753554821e-03 -5.769128352403640747e-02 -6.571030709892511368e-03 2.477522045373916626e-01 -1.429113894701004028e-01 1.409094238624675199e-05 -2.428223524475470185e-06 3.921181336045265198e-02 4.659812524914741516e-02 1.111129961373080732e-07 1.089468374848365784e-01 -2.647663056850433350e-01 6.039589270949363708e-02 -1.385800242424011230e-01 7.565854489803314209e-02
8.015711605548858643e-02 -2.476173937320709229e-01 3.157739639282226562e-01 8.871847967384383082e-06 -5.771382153034210205e-02 2.039143443107604980e-01 7.586824893951416016e-02 1.407883595675230026e-03 1.180039420723915100e-01 -2.515835464000701904e-01 -9.689442777016665787e-06 -5.836337432265281677e-02 2.043216973543167114e-01 -4.445720091462135315e-02 -2.395601404714398086e-05 -2.653391361236572266e-01 2.204980552196502686e-01 1.307628899812698364e-01 1.178624927997589111e-01 -1.678755730390548706e-01
6.260672307689674199e-06 -2.639673539306386374e-06 -6.529624442919157445e-06 -3.654921101770014502e-06 -4.484564669837709516e-06 -1.382320078846532851e-06 1.234422825291403569e-06 -2.075958718705805950e-06 -4.141341378272045404e-06 -2.840978368112700991e-06 -2.039222181338118389e-06 2.221950126113370061e-06 -4.779722985404077917e-06 1.693316789896925911e-06 -1.989393786061555147e-05 -2.336797706448123790e-06 -1.896049070637673140e-06 -1.147554598901479039e-06 3.322271140859811567e-06 -7.892462235759012401e-06
-1.600423008203506470e-01 -1.065948158502578735e-01 2.152311056852340698e-01 8.046171069145202637e-02 1.664923131465911865e-01 1.448418349027633667e-01 9.553189575672149658e-02 8.594548702239990234e-02 2.458896487951278687e-01 -3.090341985225677490e-01 1.405980674462625757e-05 7.006828486919403076e-02 -1.687132865190505981e-01 -3.673604726791381836e-01 7.240475952130509540e-07 1.700335368514060974e-02 2.116738259792327881e-01 3.969879746437072754e-01 1.549849212169647217e-01 -1.699128001928329468e-01
