2.010043114423751831e-01 -5.221325531601905823e-02
-2.649208903312683105e-02 6.062765046954154968e-02
2.334365546703338623e-01 6.332335993647575378e-03
-1.638458371162414551e-01 4.117874428629875183e-02
-1.200996059924364090e-02 -2.718377113342285156e-01
-1.206691563129425049e-01 -7.565441727638244629e-02
1.148422512642355287e-07 -5.581276241173327435e-07
1.778626292943954468e-01 -6.347550544887781143e-03
8.518803119659423828e-02 1.222414523363113403e-01
1.584018617868423462e-01 2.203160151839256287e-02
1.479764282703399658e-01 -1.582673192024230957e-01
8.339142054319381714e-02 3.497279435396194458e-02
-7.391538470983505249e-02 2.774368226528167725e-02
7.354571351925187628e-08 4.998238409825717099e-07
1.505999863147735596e-01 2.536531537771224976e-02
-2.751829624176025391e-01 -1.433820873498916626e-01
4.214421287178993225e-02 7.786907255649566650e-02
3.859140872955322266e-01 -8.782905340194702148e-02
-2.349628694355487823e-02 -4.268258810043334961e-03
-5.720169842243194580e-02 2.464192807674407959e-01
1.540800631046295166e-01 -6.249769777059555054e-02
-2.939397394657135010e-01 1.116285398602485657e-01
1.210389211773872375e-01 3.118399977684020996e-01
3.298159688711166382e-02 4.858291894197463989e-02
-4.203118756413459778e-02 -3.746566176414489746e-02
2.317940890789031982e-01 -1.310418173670768738e-02
9.053633362054824829e-02 2.097998261451721191e-01
-1.226479709148406982e-01 -2.060173600912094116e-01
4.831852763891220093e-02 7.890518754720687866e-02
8.322205394506454468e-02 -1.281932890415191650e-01
1.851879656314849854e-01 1.106035485863685608e-01
2.416092008352279663e-01 1.335770189762115479e-01
-1.239643692970275879e-01 6.502000987529754639e-02
-5.679715424776077271e-02 3.104574084281921387e-01
-2.693437039852142334e-02 -5.496419221162796021e-02
9.395480155944824219e-02 2.219414860010147095e-01
-4.115381240844726562e-01 -2.127269208431243896e-01
-5.485561862587928772e-02 -2.580798268318176270e-01
4.990145191550254822e-02 1.870976760983467102e-02
1.861353516578674316e-01 1.806608214974403381e-02
2.637027204036712646e-01 2.120939791202545166e-01
-2.164893969893455505e-02 -3.586384654045104980e-02
7.879055105149745941e-03 7.592999190092086792e-02
-2.668435001851321431e-07 -3.875464926750282757e-08
1.044205650687217712e-01 1.290633082389831543e-01
-8.444968611001968384e-02 3.074793331325054169e-02
-3.484621345996856689e-01 -1.041573062539100647e-01
-2.053649723529815674e-01 1.739373058080673218e-01
8.722387999296188354e-02 -7.496420759707689285e-03
2.182437330484390259e-01 3.544970601797103882e-02
2.374164164066314697e-01 -2.707624994218349457e-02
1.459945738315582275e-01 -6.891869008541107178e-02
2.740267515182495117e-01 9.461964666843414307e-02
-2.689274400472640991e-02 1.075997725129127502e-01
6.425583362579345703e-02 2.933493256568908691e-01
-2.524097263813018799e-01 -2.077853772789239883e-03
3.055853545665740967e-01 -4.516825824975967407e-02
-2.156311273574829102e-01 1.730028167366981506e-02
-1.714592874050140381e-01 -3.401362895965576172e-01
-2.476358264684677124e-01 3.105066716670989990e-01
