-1.336823776364326477e-02 2.051731348037719727e-01 -8.779000490903854370e-02 3.123621642589569092e-02 -1.544054746627807617e-01 4.855802282691001892e-02 1.061008051037788391e-01 1.056064367294311523e-01
1.656192839145660400e-01 -2.439598180353641510e-02 2.069441601634025574e-02 -3.730032220482826233e-02 2.499803006649017334e-01 1.833494752645492554e-01 1.061280071735382080e-02 -1.628425419330596924e-01
-1.811145544052124023e-01 -1.210029795765876770e-01 3.082983754575252533e-02 -1.568583101034164429e-01 7.418765872716903687e-02 -8.883037418127059937e-02 1.833189725875854492e-01 7.673992961645126343e-02
2.748043835163116455e-01 -2.705038189888000488e-01 6.113722175359725952e-02 1.172350570559501648e-01 -8.705423772335052490e-02 -2.542361915111541748e-01 -2.593162469565868378e-02 3.521190583705902100e-02
-4.778799787163734436e-02 -6.877140700817108154e-02 1.051901802420616150e-01 1.766511201858520508e-01 8.161564171314239502e-02 3.820805251598358154e-02 -2.523152530193328857e-01 2.034717947244644165e-01
2.391985803842544556e-02 -1.387489885091781616e-01 9.607336670160293579e-02 2.291854768991470337e-01 2.270691543817520142e-01 2.263026237487792969e-01 6.004938110709190369e-02 3.808820620179176331e-02
-2.191860228776931763e-01 2.173329442739486694e-01 -3.906962871551513672e-01 -2.089602202177047729e-01 9.135673940181732178e-02 -2.382484823465347290e-01 -5.213534832000732422e-02 -9.234482049942016602e-02
-3.898644819855690002e-02 1.780309528112411499e-02 -7.255817204713821411e-02 2.103946357965469360e-01 8.261305093765258789e-02 -1.824626177549362183e-01 -2.153317034244537354e-01 -6.474389880895614624e-02
1.455501914024353027e-01 -1.310327351093292236e-01 7.250217348337173462e-02 9.841905534267425537e-02 1.231893431395292282e-03 -2.231394797563552856e-01 1.608280651271343231e-02 -1.976424269378185272e-02
1.183408275246620178e-01 -1.122856289148330688e-01 5.121234059333801270e-02 2.579839229583740234e-01 -1.499965041875839233e-01 3.574698232114315033e-03 -3.130908356979489326e-03 1.886807568371295929e-02
3.510985672473907471e-01 -2.733050286769866943e-01 -1.480919122695922852e-01 1.108320355415344238e-01 -8.150620013475418091e-02 2.239776998758316040e-01 -1.463640760630369186e-02 -1.273593585938215256e-02
3.224149644374847412e-01 6.347794085741043091e-02 -5.004425346851348877e-02 1.257945038378238678e-02 1.582553386688232422e-01 2.320602685213088989e-01 1.201258674263954163e-01 -1.569582498632371426e-03
-3.052273690700531006e-01 -1.726391613483428955e-01 1.637371331453323364e-01 3.204647451639175415e-02 -1.051556766033172607e-01 -2.003656476736068726e-01 2.556238137185573578e-02 3.267047107219696045e-01
4.412517324090003967e-02 -9.695386141538619995e-02 1.257865130901336670e-01 -2.942169904708862305e-01 -5.181998386979103088e-02 7.132472842931747437e-02 -3.679987490177154541e-01 -1.568207889795303345e-01
1.714591830968856812e-01 -1.364790797233581543e-01 2.045128941535949707e-01 9.927926212549209595e-02 -1.385050714015960693e-01 1.648603975772857666e-01 -1.221374422311782837e-01 -1.203568354249000549e-01
-3.612270206212997437e-02 1.826205700635910034e-01 -1.991120278835296631e-01 -2.370404303073883057e-01 7.773148827254772186e-04 2.615336179733276367e-01 7.911596447229385376e-02 -1.929669529199600220e-01
2.956428229808807373e-01 -8.452869020402431488e-03 7.165946811437606812e-02 -9.175403416156768799e-02 1.794477105140686035e-01 -2.120299823582172394e-02 -3.692870587110519409e-02 7.186485826969146729e-02
-1.133620142936706543e-01 -5.656549707055091858e-02 1.330985277891159058e-01 1.725426763296127319e-01 5.677478387951850891e-02 2.323757112026214600e-01 -2.119330316781997681e-01 9.180612862110137939e-02
-1.443428248167037964e-01 -2.748983353376388550e-02 1.785066723823547363e-01 -3.260830640792846680e-01 1.859551966190338135e-01 -3.936211466789245605e-01 -4.020429030060768127e-02 8.318136632442474365e-02
-1.055192425847053528e-01 -9.379393607378005981e-02 1.427247822284698486e-01 1.571946740150451660e-01 -8.111602813005447388e-02 1.634766757488250732e-01 -2.647560834884643555e-01 5.019563809037208557e-02
3.250896185636520386e-02 1.251067370176315308e-01 1.710316538810729980e-01 -1.946016848087310791e-01 1.648788005113601685e-01 -5.388407781720161438e-02 -2.667346000671386719e-01 1.328436881303787231e-01
-2.147114276885986328e-01 9.457857161760330200e-02 8.375401049852371216e-02 -1.548515111207962036e-01 1.306708455085754395e-01 -3.268422484397888184e-01 -2.115761488676071167e-01 -1.808386594057083130e-01
-3.243414917960762978e-03 -2.993281185626983643e-01 1.118676438927650452e-01 1.075334548950195312e-01 -7.981155812740325928e-02 9.037877619266510010e-02 2.422409132122993469e-02 3.338281065225601196e-02
-3.010126650333404541e-01 -1.067490428686141968e-01 -3.630931973457336426e-01 -5.640842393040657043e-02 -3.001603186130523682e-01 8.453331887722015381e-02 -3.648358210921287537e-02 2.805656753480434418e-02
