-1.085915756510460017e+00 -1.187632389364499941e-01 -1.000000000000000000e+00
-1.103745717045659935e+00 -9.275486542308949978e-02 -1.000000000000000000e+00
-1.114873165063169802e+00 -3.969053376863299065e-02 -1.000000000000000000e+00
-1.116290450036840243e+00 2.209471810674660044e-02 -1.000000000000000000e+00
-1.103139967230080121e+00 1.321396611600609838e-01 -1.000000000000000000e+00
-1.077408349925120135e+00 1.721247956634910092e-01 -1.000000000000000000e+00
-1.051222638223370032e+00 1.386901359599470029e-01 -1.000000000000000000e+00
-1.017487246689710023e+00 2.598509219437169504e-01 -1.000000000000000000e+00
-9.758789551079650737e-01 2.344441652908710039e-01 -1.000000000000000000e+00
-9.294223681460270781e-01 3.165230085680780237e-01 -1.000000000000000000e+00
-8.846604653731049428e-01 2.172184061909710195e-01 -1.000000000000000000e+00
-8.456543790308679309e-01 2.467390173630069905e-01 -1.000000000000000000e+00
-8.050473418596139075e-01 2.371578490140819895e-01 -1.000000000000000000e+00
-7.797341311754789617e-01 6.684977842498669720e-02 -1.000000000000000000e+00
-7.754079233864240583e-01 -1.418946819564009983e-02 -1.000000000000000000e+00
-7.731716317223209511e-01 4.013365882678090329e-02 -1.000000000000000000e+00
-7.723356720048570878e-01 -2.924342301769489866e-02 -1.000000000000000000e+00
-7.963246137811240688e-01 -2.537733278067680343e-01 -1.000000000000000000e+00
-8.369418641886170462e-01 -2.305018409878239749e-01 -1.000000000000000000e+00
-8.818449247194107832e-01 -3.031418257375739778e-01 -1.000000000000000000e+00
-9.240029813871620812e-01 -1.997223356171289876e-01 -1.000000000000000000e+00
-9.593900717702640302e-01 -2.206116889683530091e-01 -1.000000000000000000e+00
-1.000544630100490107e+00 -2.675218880849219993e-01 -1.000000000000000000e+00
-1.044138953480540088e+00 -2.499395950045110171e-01 -1.000000000000000000e+00
-1.085576376551850020e+00 -2.413133437813410054e-01 -1.000000000000000000e+00
-1.118175810182009844e+00 -1.459799909063919932e-01 -1.000000000000000000e+00
-1.125063983016350022e+00 6.170146281250660225e-02 -1.000000000000000000e+00
-1.110235311983299944e+00 1.131419928922629964e-01 -1.000000000000000000e+00
-1.092958290399089982e+00 9.173148582570919696e-02 -1.000000000000000000e+00
-1.074100664608899969e+00 1.311549448121200057e-01 -1.000000000000000000e+00
-1.043239696060789923e+00 2.333295384174380038e-01 -1.000000000000000000e+00
-1.011627900807499980e+00 1.428851849066319901e-01 -1.000000000000000000e+00
-9.963137366770379311e-01 4.024763421555969944e-02 -1.000000000000000000e+00
-9.807650769957959591e-01 1.430142514787660080e-01 -1.000000000000000000e+00
-9.451489665704908560e-01 2.783338512810130116e-01 -1.000000000000000000e+00
-8.983763389779950703e-01 2.778461646059079970e-01 -1.000000000000000000e+00
-8.594815126222421497e-01 1.862678801950889695e-01 -1.000000000000000000e+00
-8.266357437010329878e-01 2.046660094357480031e-01 -1.000000000000000000e+00
-7.922939832136608462e-01 2.045815432455539706e-01 -1.000000000000000000e+00
-7.696089488104909115e-01 6.770692187812499263e-02 -1.000000000000000000e+00
-7.557487143064600676e-01 9.720533711129250576e-02 -1.000000000000000000e+00
-7.476368787415859085e-01 8.394397638457459700e-04 -1.000000000000000000e+00
-7.467492373409209128e-01 9.632810263714821145e-03 -1.000000000000000000e+00
-7.483559098232699380e-01 -2.829529072359129871e-02 -1.000000000000000000e+00
-7.600522609730500090e-01 -1.101330291394119892e-01 -1.000000000000000000e+00
-7.935535095180559217e-01 -2.869747576692789903e-01 -1.000000000000000000e+00
-8.361771005697830050e-01 -2.217789305691630075e-01 -1.000000000000000000e+00
-8.709164797660300383e-01 -1.922591824923179926e-01 -1.000000000000000000e+00
-9.055699852325649335e-01 -2.197223225794839863e-01 -1.000000000000000000e+00
-1.635043949177140021e+00 2.675109418289139951e-01 1.000000000000000000e+00
